Time,Temperature©,Humidity ,Ground Radiation Intensity (W/m^2),Upper Atmosphere Radiation Intensity (W/m^2),PV Generation (KW),timestamp,hour
2142,14.01,0.01,51.688,174.541,177.801,2019-08-29 05:00:00,5
2143,14.742,0.011,159.149,401.801,391.154,2019-08-29 06:00:00,6
2144,15.716,0.011,286.017,613.151,659.153,2019-08-29 07:00:00,7
2145,16.951,0.011,392.405,794.133,1111.282,2019-08-29 08:00:00,8
2146,20.099,0.011,473.699,932.403,1695.382,2019-08-29 09:00:00,9
2147,20.598,0.011,518.083,1018.519,1708.146,2019-08-29 10:00:00,10
2148,21.563,0.011,528.535,1046.571,1905.751,2019-08-29 11:00:00,11
2149,21.934,0.011,495.193,1014.665,1650.983,2019-08-29 12:00:00,12
2150,22.292,0.011,427.207,924.9,1347.325,2019-08-29 13:00:00,13
2151,22.776,0.011,335.066,783.404,791.774,2019-08-29 14:00:00,14
2152,21.196,0.012,230.002,599.783,413.222,2019-08-29 15:00:00,15
2153,18.848,0.012,129.857,386.525,194.641,2019-08-29 16:00:00,16
2154,17.403,0.012,43.05,158.692,65.052,2019-08-29 17:00:00,17
2155,15.713,0.011,2.242,9.94,0.0,2019-08-29 18:00:00,18
2156,14.522,0.011,0.0,0.0,0.0,2019-08-29 19:00:00,19
2157,13.78,0.011,0.0,0.0,0.0,2019-08-29 20:00:00,20
2158,13.304,0.011,0.0,0.0,0.0,2019-08-29 21:00:00,21
2159,12.992,0.01,0.0,0.0,0.0,2019-08-29 22:00:00,22
2160,12.862,0.01,0.0,0.0,0.0,2019-08-29 23:00:00,23
2161,12.824,0.01,0.0,0.0,0.0,2019-08-30 00:00:00,0
2162,12.808,0.01,0.0,0.0,0.0,2019-08-30 01:00:00,1
2163,12.772,0.01,0.0,0.0,0.0,2019-08-30 02:00:00,2
2164,12.798,0.01,0.0,0.0,0.0,2019-08-30 03:00:00,3
2165,12.786,0.01,1.398,9.742,0.0,2019-08-30 04:00:00,4
2166,13.094,0.01,40.98,168.639,155.102,2019-08-30 05:00:00,5
2167,14.357,0.01,131.372,396.217,444.429,2019-08-30 06:00:00,6
2168,16.341,0.011,238.72,607.875,798.804,2019-08-30 07:00:00,7
2169,17.979,0.011,346.692,789.116,983.689,2019-08-30 08:00:00,8
2170,18.924,0.011,435.011,927.607,1145.055,2019-08-30 09:00:00,9
2171,19.375,0.011,494.558,1013.852,1375.764,2019-08-30 10:00:00,10
2172,19.405,0.01,526.06,1041.956,1697.596,2019-08-30 11:00:00,11
2173,19.019,0.01,517.283,1009.969,1367.328,2019-08-30 12:00:00,12
2174,18.752,0.01,459.485,920.086,1020.813,2019-08-30 13:00:00,13
2175,18.453,0.01,377.206,778.367,798.038,2019-08-30 14:00:00,14
2176,18.037,0.011,274.589,594.46,503.944,2019-08-30 15:00:00,15
2177,17.428,0.011,162.753,380.893,205.141,2019-08-30 16:00:00,16
2178,16.315,0.011,58.194,152.914,45.998,2019-08-30 17:00:00,17
2179,15.226,0.011,2.744,8.602,0.0,2019-08-30 18:00:00,18
2180,14.715,0.01,0.0,0.0,0.0,2019-08-30 19:00:00,19
2181,13.863,0.01,0.0,0.0,0.0,2019-08-30 20:00:00,20
2182,13.27,0.01,0.0,0.0,0.0,2019-08-30 21:00:00,21
2183,12.931,0.01,0.0,0.0,0.0,2019-08-30 22:00:00,22
2184,12.435,0.01,0.0,0.0,0.0,2019-08-30 23:00:00,23
2185,11.891,0.009,0.0,0.0,0.0,2019-08-31 00:00:00,0
2186,11.2,0.009,0.0,0.0,0.0,2019-08-31 01:00:00,1
2187,10.477,0.009,0.0,0.0,0.0,2019-08-31 02:00:00,2
2188,9.823,0.009,0.0,0.0,0.0,2019-08-31 03:00:00,3
2189,9.292,0.009,1.496,8.378,0.0,2019-08-31 04:00:00,4
2190,10.186,0.009,61.335,162.699,893.868,2019-08-31 05:00:00,5
2191,12.419,0.009,203.071,390.569,2389.278,2019-08-31 06:00:00,6
2192,14.294,0.01,367.388,602.534,3123.25,2019-08-31 07:00:00,7
2193,17.109,0.01,516.626,784.056,3683.685,2019-08-31 08:00:00,8
2194,18.797,0.009,632.385,922.74,3838.025,2019-08-31 09:00:00,9
2195,19.661,0.009,706.858,1009.117,3886.848,2019-08-31 10:00:00,10
2196,20.227,0.009,724.512,1037.253,3873.956,2019-08-31 11:00:00,11
2197,20.493,0.009,692.611,1005.231,3859.866,2019-08-31 12:00:00,12
2198,20.496,0.009,606.866,915.19,3762.39,2019-08-31 13:00:00,13
2199,20.223,0.01,487.907,773.264,3543.094,2019-08-31 14:00:00,14
2200,19.62,0.01,345.297,589.092,3118.604,2019-08-31 15:00:00,15
2201,18.404,0.01,191.652,375.21,2164.166,2019-08-31 16:00:00,16
2202,15.814,0.011,57.226,147.128,945.497,2019-08-31 17:00:00,17
2203,13.425,0.01,1.513,7.381,0.0,2019-08-31 18:00:00,18
2204,12.952,0.009,0.0,0.0,0.0,2019-08-31 19:00:00,19
2205,12.966,0.009,0.0,0.0,0.0,2019-08-31 20:00:00,20
2206,13.026,0.009,0.0,0.0,0.0,2019-08-31 21:00:00,21
2207,12.827,0.009,0.0,0.0,0.0,2019-08-31 22:00:00,22
2208,12.239,0.009,0.0,0.0,0.0,2019-08-31 23:00:00,23
