Time_solar,Temperature©,Humidity ,Ground Radiation Intensity (W/m^2),Upper Atmosphere Radiation Intensity (W/m^2),PV Generation (KW),timestamp,hour,Date - Time ,Time_wind,Air Density,Wind Speed ,Power Generation 
815,13.782,0.01,0.0,0.0,0.0,2019-07-04 22:00:00,22.0,,815,1.158,8.248,2551.615
816,13.79,0.01,0.0,0.0,0.0,2019-07-04 23:00:00,23.0,,816,1.152,7.694,2169.432
817,13.507,0.01,0.0,0.0,0.0,2019-07-05 00:00:00,0.0,,817,1.147,6.929,1658.021
818,13.205,0.01,0.0,0.0,0.0,2019-07-05 01:00:00,1.0,,818,1.143,6.912,1647.976
819,13.051,0.01,0.0,0.0,0.0,2019-07-05 02:00:00,2.0,,819,1.14,6.842,1603.38
820,13.204,0.01,4.09,16.967,0.0,2019-07-05 03:00:00,3.0,,820,1.138,6.581,1444.356
821,13.77,0.01,54.901,174.834,36.302,2019-07-05 04:00:00,4.0,,821,1.136,6.712,1524.661
822,14.433,0.01,152.751,385.045,94.601,2019-07-05 05:00:00,5.0,,822,1.135,7.064,1745.181
823,15.016,0.011,269.42,594.861,244.73,2019-07-05 06:00:00,6.0,,823,1.135,6.808,1580.2
824,15.749,0.011,381.986,789.933,669.722,2019-07-05 07:00:00,7.0,,824,1.136,6.837,1600.409
825,17.519,0.011,481.572,957.024,1640.81,2019-07-05 08:00:00,8.0,,825,1.138,8.375,2637.242
826,19.641,0.011,559.868,1084.695,2819.131,2019-07-05 09:00:00,9.0,,826,1.139,8.703,2859.836
827,21.571,0.011,607.161,1164.248,3320.812,2019-07-05 10:00:00,10.0,,827,1.142,8.768,2901.769
828,22.698,0.012,607.975,1190.268,3294.256,2019-07-05 11:00:00,11.0,,828,1.144,9.022,3066.49
829,22.986,0.012,558.426,1160.983,2889.448,2019-07-05 12:00:00,12.0,,829,1.147,8.585,2782.207
830,22.477,0.012,478.768,1078.355,1891.051,2019-07-05 13:00:00,13.0,,830,1.149,7.537,2063.725
831,21.913,0.012,388.903,948.027,1392.199,2019-07-05 14:00:00,14.0,,831,1.151,7.099,1773.373
832,21.703,0.012,287.951,778.857,1446.91,2019-07-05 15:00:00,15.0,,832,1.153,6.303,1274.125
833,20.81,0.012,187.025,582.394,573.332,2019-07-05 16:00:00,16.0,,833,1.154,6.037,1126.214
834,19.747,0.013,99.966,372.002,135.979,2019-07-05 17:00:00,17.0,,834,1.156,6.141,1181.752
835,18.971,0.013,35.194,162.211,9.707,2019-07-05 18:00:00,18.0,,835,1.157,6.699,1512.434
836,18.37,0.012,3.977,19.203,0.0,2019-07-05 19:00:00,19.0,,836,1.159,7.303,1903.685
837,18.378,0.012,0.006,0.033,0.0,2019-07-05 20:00:00,20.0,,837,1.16,7.317,1912.795
838,18.023,0.012,0.0,0.0,0.0,2019-07-05 21:00:00,21.0,,838,1.159,7.348,1938.521
839,17.728,0.011,0.0,0.0,0.0,2019-07-05 22:00:00,22.0,,839,1.156,7.615,2118.205
840,17.584,0.011,0.0,0.0,0.0,2019-07-05 23:00:00,23.0,,840,1.151,7.692,2167.489
841,17.335,0.011,0.0,0.0,0.0,2019-07-06 00:00:00,0.0,,841,1.145,6.938,1668.512
842,16.929,0.011,0.0,0.0,0.0,2019-07-06 01:00:00,1.0,,842,1.14,6.613,1460.04
843,16.81,0.011,0.0,0.0,0.0,2019-07-06 02:00:00,2.0,,843,1.136,6.646,1478.91
844,16.766,0.011,3.223,16.356,0.0,2019-07-06 03:00:00,3.0,,844,1.132,6.797,1573.557
845,16.862,0.011,43.012,173.31,32.948,2019-07-06 04:00:00,4.0,,845,1.129,6.641,1475.726
846,17.1,0.011,121.231,383.651,140.559,2019-07-06 05:00:00,5.0,,846,1.127,5.699,952.741
847,17.711,0.012,224.633,593.599,421.778,2019-07-06 06:00:00,6.0,,847,1.126,5.198,717.863
848,18.923,0.012,337.766,788.808,1221.24,2019-07-06 07:00:00,7.0,,848,1.125,4.972,621.268
849,20.487,0.012,453.712,956.004,2172.704,2019-07-06 08:00:00,8.0,,849,1.126,4.738,530.975
850,22.792,0.013,563.184,1083.761,2951.49,2019-07-06 09:00:00,9.0,,850,1.128,5.003,633.41
851,24.998,0.013,634.603,1163.393,3160.656,2019-07-06 10:00:00,10.0,,851,1.131,5.18,707.309
852,26.06,0.013,659.847,1189.396,3237.135,2019-07-06 11:00:00,11.0,,852,1.136,5.494,848.66
853,26.483,0.013,636.507,1160.095,3137.643,2019-07-06 12:00:00,12.0,,853,1.14,5.739,968.168
854,26.427,0.013,580.9,1077.412,2745.202,2019-07-06 13:00:00,13.0,,854,1.145,5.78,994.025
855,26.188,0.013,499.16,946.979,2383.049,2019-07-06 14:00:00,14.0,,855,1.149,5.533,871.767
856,25.779,0.014,385.835,777.704,1849.071,2019-07-06 15:00:00,15.0,,856,1.152,4.912,597.158
857,25.333,0.014,263.926,581.104,1124.241,2019-07-06 16:00:00,16.0,,857,1.154,4.52,453.852
858,23.985,0.014,146.476,370.548,458.833,2019-07-06 17:00:00,17.0,,858,1.156,3.86,257.558
859,22.819,0.014,50.582,160.645,142.314,2019-07-06 18:00:00,18.0,,859,1.158,2.79,60.636
860,21.791,0.013,4.447,18.623,0.0,2019-07-06 19:00:00,19.0,,860,1.16,3.29,133.002
861,20.077,0.013,0.004,0.027,0.0,2019-07-06 20:00:00,20.0,,861,1.161,5.385,797.847
862,18.279,0.013,0.0,0.0,0.0,2019-07-06 21:00:00,21.0,,862,1.16,7.268,1881.332
863,17.157,0.012,0.0,0.0,0.0,2019-07-06 22:00:00,22.0,,863,1.155,8.256,2559.439
864,16.631,0.012,0.0,0.0,0.0,2019-07-06 23:00:00,23.0,,864,1.148,8.277,2574.988
865,16.267,0.012,0.0,0.0,0.0,2019-07-07 00:00:00,0.0,,865,1.142,8.048,2418.617
866,16.154,0.012,0.0,0.0,0.0,2019-07-07 01:00:00,1.0,,866,1.136,7.573,2088.958
867,16.096,0.012,0.0,0.0,0.0,2019-07-07 02:00:00,2.0,,867,1.132,7.286,1894.651
868,16.048,0.012,3.712,15.717,2.786,2019-07-07 03:00:00,3.0,,868,1.128,7.171,1821.217
869,17.534,0.012,63.56,171.677,502.66,2019-07-07 04:00:00,4.0,,869,1.126,6.142,1182.66
870,19.401,0.012,188.738,382.171,1321.478,2019-07-07 05:00:00,5.0,,870,1.124,4.087,318.604
871,21.512,0.013,343.968,592.249,2281.661,2019-07-07 06:00:00,6.0,,871,1.124,3.562,187.134
872,23.637,0.013,498.023,787.616,2959.452,2019-07-07 07:00:00,7.0,,872,1.124,3.652,207.14
873,25.433,0.013,631.391,954.92,3241.653,2019-07-07 08:00:00,8.0,,873,1.125,3.279,131.052
874,26.905,0.014,738.592,1082.764,3429.566,2019-07-07 09:00:00,9.0,,874,1.127,2.633,43.608
875,28.043,0.014,806.403,1162.419,3480.978,2019-07-07 10:00:00,10.0,,875,1.13,1.981,7.37
876,28.659,0.014,827.375,1188.501,3422.741,2019-07-07 11:00:00,11.0,,876,1.133,1.612,1.66
877,28.741,0.014,790.776,1159.15,3240.053,2019-07-07 12:00:00,12.0,,877,1.136,1.464,0.779
878,28.33,0.014,705.129,1076.4,2723.308,2019-07-07 13:00:00,13.0,,878,1.14,1.465,0.783
879,27.776,0.014,585.355,945.866,2061.279,2019-07-07 14:00:00,14.0,,879,1.143,1.613,1.677
880,28.12,0.014,443.849,776.462,1249.773,2019-07-07 15:00:00,15.0,,880,1.146,1.893,5.376
881,27.489,0.014,293.573,579.708,719.507,2019-07-07 16:00:00,16.0,,881,1.148,2.269,18.071
882,25.868,0.015,157.455,369.002,332.191,2019-07-07 17:00:00,17.0,,882,1.15,2.635,43.8
883,23.877,0.015,53.538,158.97,115.329,2019-07-07 18:00:00,18.0,,883,1.152,2.983,84.816
884,22.624,0.014,4.919,18.014,0.0,2019-07-07 19:00:00,19.0,,884,1.154,3.618,200.905
885,21.931,0.013,0.004,0.021,0.0,2019-07-07 20:00:00,20.0,,885,1.155,4.145,338.251
886,21.468,0.013,0.0,0.0,0.0,2019-07-07 21:00:00,21.0,,886,1.155,4.623,492.923
887,21.09,0.013,0.0,0.0,0.0,2019-07-07 22:00:00,22.0,,887,1.15,4.98,624.298
888,20.654,0.013,0.0,0.0,0.0,2019-07-07 23:00:00,23.0,,888,1.141,5.364,788.515
889,20.117,0.012,0.0,0.0,0.0,2019-07-08 00:00:00,0.0,,889,1.135,5.674,935.883
890,19.656,0.012,0.0,0.0,0.0,2019-07-08 01:00:00,1.0,,890,1.13,5.908,1055.437
891,19.387,0.012,0.0,0.0,0.0,2019-07-08 02:00:00,2.0,,891,1.127,6.069,1142.405
892,19.236,0.012,3.783,15.051,0.0,2019-07-08 03:00:00,3.0,,892,1.124,6.253,1246.615
893,19.472,0.012,59.607,169.933,75.092,2019-07-08 04:00:00,4.0,,893,1.122,6.024,1119.911
894,20.307,0.013,171.538,380.575,260.048,2019-07-08 05:00:00,5.0,,894,1.121,5.018,639.693
895,21.125,0.013,311.343,590.824,511.638,2019-07-08 06:00:00,6.0,,895,1.12,3.853,255.825
896,21.707,0.013,449.745,786.323,585.751,2019-07-08 07:00:00,7.0,,896,1.12,3.718,224.556
897,23.273,0.013,565.547,953.753,695.366,2019-07-08 08:00:00,8.0,,897,1.121,3.818,246.885
898,25.227,0.014,647.088,1081.691,923.8,2019-07-08 09:00:00,9.0,,898,1.123,3.66,209.071
899,27.729,0.014,689.033,1161.429,1675.916,2019-07-08 10:00:00,10.0,,899,1.125,2.856,67.499
900,29.317,0.014,695.463,1187.508,2525.811,2019-07-08 11:00:00,11.0,,900,1.129,2.763,56.705
901,27.799,0.014,655.226,1158.133,2242.822,2019-07-08 12:00:00,12.0,,901,1.132,3.78,237.406
902,27.224,0.014,582.122,1075.304,2064.481,2019-07-08 13:00:00,13.0,,902,1.135,4.336,393.59
903,26.71,0.014,486.538,944.692,2298.879,2019-07-08 14:00:00,14.0,,903,1.137,4.317,387.547
904,26.767,0.014,365.914,775.145,2223.691,2019-07-08 15:00:00,15.0,,904,1.139,4.069,313.548
905,26.259,0.015,245.202,578.221,1797.567,2019-07-08 16:00:00,16.0,,905,1.142,3.734,226.276
906,25.597,0.016,138.182,367.357,948.062,2019-07-08 17:00:00,17.0,,906,1.144,3.392,152.188
907,23.328,0.016,47.115,157.19,243.172,2019-07-08 18:00:00,18.0,,907,1.146,3.563,187.372
908,22.017,0.015,3.646,17.381,0.0,2019-07-08 19:00:00,19.0,,908,1.148,4.143,337.417
909,21.383,0.014,0.002,0.016,0.0,2019-07-08 20:00:00,20.0,,909,1.15,4.737,530.836
910,20.734,0.014,0.0,0.0,0.0,2019-07-08 21:00:00,21.0,,910,1.149,5.289,758.844
911,19.995,0.014,0.0,0.0,0.0,2019-07-08 22:00:00,22.0,,911,1.145,5.742,969.942
912,19.329,0.014,0.0,0.0,0.0,2019-07-08 23:00:00,23.0,,912,1.136,6.041,1127.34
913,18.829,0.014,0.0,0.0,0.0,2019-07-09 00:00:00,0.0,,913,1.13,6.063,1138.967
914,18.496,0.013,0.0,0.0,0.0,2019-07-09 01:00:00,1.0,,914,1.127,5.796,1002.2
915,18.153,0.013,0.0,0.0,0.0,2019-07-09 02:00:00,2.0,,915,1.124,5.489,846.27
916,17.675,0.013,3.114,14.363,0.254,2019-07-09 03:00:00,3.0,,916,1.121,5.333,774.211
917,18.345,0.013,55.295,168.077,448.38,2019-07-09 04:00:00,4.0,,917,1.119,4.984,625.98
918,20.694,0.014,163.706,378.889,1281.696,2019-07-09 05:00:00,5.0,,918,1.118,3.173,112.775
919,22.649,0.014,303.598,589.319,2070.89,2019-07-09 06:00:00,6.0,,919,1.117,1.761,3.185
920,24.828,0.014,428.577,784.958,2282.946,2019-07-09 07:00:00,7.0,,920,1.117,1.999,7.861
921,26.145,0.014,519.168,952.527,2455.706,2019-07-09 08:00:00,8.0,,921,1.118,2.603,40.962
922,27.113,0.014,580.921,1080.567,2649.153,2019-07-09 09:00:00,9.0,,922,1.12,3.355,145.127
923,27.667,0.014,613.187,1160.359,2687.155,2019-07-09 10:00:00,10.0,,923,1.123,4.103,323.313
924,27.733,0.014,612.972,1186.447,2503.562,2019-07-09 11:00:00,11.0,,924,1.126,4.63,495.371
925,27.488,0.015,575.247,1157.06,2139.785,2019-07-09 12:00:00,12.0,,925,1.13,5.007,635.16
926,27.08,0.015,497.133,1074.169,1686.15,2019-07-09 13:00:00,13.0,,926,1.133,5.263,743.423
927,26.313,0.015,403.739,943.434,1017.011,2019-07-09 14:00:00,14.0,,927,1.137,5.343,779.14
928,25.506,0.015,301.096,773.748,618.13,2019-07-09 15:00:00,15.0,,928,1.14,5.32,772.616
929,24.413,0.015,201.165,576.658,332.7,2019-07-09 16:00:00,16.0,,929,1.143,5.305,766.007
930,23.025,0.016,110.474,365.605,127.962,2019-07-09 17:00:00,17.0,,930,1.146,5.852,1026.369
931,21.655,0.016,37.639,155.305,17.298,2019-07-09 18:00:00,18.0,,931,1.148,6.736,1540.743
932,20.776,0.015,3.521,16.726,0.0,2019-07-09 19:00:00,19.0,,932,1.151,7.455,2006.092
933,20.38,0.014,0.001,0.012,0.0,2019-07-09 20:00:00,20.0,,933,1.153,7.639,2137.991
934,20.0,0.014,0.0,0.0,0.0,2019-07-09 21:00:00,21.0,,934,1.153,7.347,1937.251
935,19.647,0.014,0.0,0.0,0.0,2019-07-09 22:00:00,22.0,,935,1.15,6.979,1689.503
936,19.401,0.014,0.0,0.0,0.0,2019-07-09 23:00:00,23.0,,936,1.145,6.826,1595.051
937,19.099,0.014,0.0,0.0,0.0,2019-07-10 00:00:00,0.0,,937,1.139,6.544,1416.519
938,18.767,0.013,0.0,0.0,0.0,2019-07-10 01:00:00,1.0,,938,1.134,6.306,1276.001
939,18.417,0.013,0.0,0.0,0.0,2019-07-10 02:00:00,2.0,,939,1.131,6.069,1142.365
940,18.106,0.013,2.855,13.655,0.0,2019-07-10 03:00:00,3.0,,940,1.128,5.845,1022.272
941,18.547,0.013,49.109,166.111,230.599,2019-07-10 04:00:00,4.0,,941,1.126,5.333,774.562
942,19.407,0.013,141.556,377.1,743.34,2019-07-10 05:00:00,5.0,,942,1.125,4.596,480.168
943,20.805,0.013,260.943,587.697,1499.426,2019-07-10 06:00:00,6.0,,943,1.124,3.946,281.628
944,22.846,0.013,391.687,783.527,2232.969,2019-07-10 07:00:00,7.0,,944,1.124,3.792,240.448
945,24.916,0.013,506.825,951.245,2868.186,2019-07-10 08:00:00,8.0,,945,1.125,3.868,261.481
946,26.286,0.013,593.546,1079.378,3100.917,2019-07-10 09:00:00,9.0,,946,1.128,4.08,316.817
947,26.907,0.013,653.474,1159.253,2981.958,2019-07-10 10:00:00,10.0,,947,1.131,4.387,412.794
948,27.094,0.013,676.675,1185.376,2823.454,2019-07-10 11:00:00,11.0,,948,1.135,4.593,478.969
949,26.975,0.013,651.573,1155.942,2524.589,2019-07-10 12:00:00,12.0,,949,1.139,4.791,554.274
950,26.926,0.013,594.49,1072.979,2513.299,2019-07-10 13:00:00,13.0,,950,1.143,5.016,638.87
951,26.635,0.013,504.417,942.122,2360.236,2019-07-10 14:00:00,14.0,,951,1.147,5.31,768.197
952,26.127,0.013,398.142,772.282,2327.008,2019-07-10 15:00:00,15.0,,952,1.151,5.637,917.319
953,25.322,0.014,270.859,575.003,2096.631,2019-07-10 16:00:00,16.0,,953,1.154,5.421,814.651
954,24.134,0.014,147.98,363.757,1428.619,2019-07-10 17:00:00,17.0,,954,1.156,4.771,543.695
955,21.757,0.014,47.966,153.316,487.688,2019-07-10 18:00:00,18.0,,955,1.159,4.39,413.654
956,19.296,0.013,3.673,16.051,0.0,2019-07-10 19:00:00,19.0,,956,1.161,5.716,958.545
957,18.455,0.013,0.001,0.008,0.0,2019-07-10 20:00:00,20.0,,957,1.162,7.144,1804.167
958,17.678,0.012,0.0,0.0,0.0,2019-07-10 21:00:00,21.0,,958,1.162,7.642,2140.483
959,16.675,0.012,0.0,0.0,0.0,2019-07-10 22:00:00,22.0,,959,1.158,7.62,2124.466
960,15.72,0.012,0.0,0.0,0.0,2019-07-10 23:00:00,23.0,,960,1.152,7.692,2167.524
961,15.032,0.012,0.0,0.0,0.0,2019-07-11 00:00:00,0.0,,961,1.146,7.592,2101.14
962,14.659,0.011,0.0,0.0,0.0,2019-07-11 01:00:00,1.0,,962,1.141,7.254,1872.605
963,14.167,0.011,0.0,0.0,0.0,2019-07-11 02:00:00,2.0,,963,1.137,6.993,1703.129
964,13.92,0.011,2.958,12.933,0.0,2019-07-11 03:00:00,3.0,,964,1.134,6.985,1697.169
965,14.611,0.011,47.206,164.035,132.865,2019-07-11 04:00:00,4.0,,965,1.131,6.81,1581.785
966,15.804,0.011,132.903,375.214,328.546,2019-07-11 05:00:00,5.0,,966,1.13,5.617,907.679
967,16.935,0.011,241.481,585.997,736.247,2019-07-11 06:00:00,6.0,,967,1.129,4.277,377.215
968,18.882,0.012,359.786,782.005,1668.751,2019-07-11 07:00:00,7.0,,968,1.129,3.812,245.459
969,20.588,0.012,468.255,949.875,1933.108,2019-07-11 08:00:00,8.0,,969,1.129,3.902,270.218
970,21.296,0.011,552.244,1078.145,1937.011,2019-07-11 09:00:00,9.0,,970,1.131,4.134,334.85
971,21.486,0.011,608.899,1158.066,1996.339,2019-07-11 10:00:00,10.0,,971,1.134,4.536,462.512
972,21.37,0.011,627.93,1184.203,2010.487,2019-07-11 11:00:00,11.0,,972,1.137,4.79,553.826
973,21.189,0.011,607.767,1154.731,1951.427,2019-07-11 12:00:00,12.0,,973,1.14,4.895,590.512
974,21.12,0.011,551.012,1071.711,1932.192,2019-07-11 13:00:00,13.0,,974,1.143,4.815,561.659
975,21.016,0.012,465.93,940.728,1870.999,2019-07-11 14:00:00,14.0,,975,1.145,4.592,478.548
976,20.761,0.012,362.714,770.717,1783.059,2019-07-11 15:00:00,15.0,,976,1.147,4.268,372.328
977,20.371,0.012,246.205,573.254,1680.054,2019-07-11 16:00:00,16.0,,977,1.149,3.942,279.547
978,19.661,0.012,134.831,361.807,1254.445,2019-07-11 17:00:00,17.0,,978,1.15,3.434,160.437
979,17.605,0.013,46.291,151.225,443.06,2019-07-11 18:00:00,18.0,,979,1.152,3.688,215.58
980,15.498,0.012,3.951,15.361,0.0,2019-07-11 19:00:00,19.0,,980,1.153,5.511,856.44
981,14.823,0.012,0.001,0.006,0.0,2019-07-11 20:00:00,20.0,,981,1.154,6.743,1545.472
982,14.343,0.011,0.0,0.0,0.0,2019-07-11 21:00:00,21.0,,982,1.154,6.981,1691.183
983,14.03,0.011,0.0,0.0,0.0,2019-07-11 22:00:00,22.0,,983,1.15,6.972,1685.488
984,13.807,0.011,0.0,0.0,0.0,2019-07-11 23:00:00,23.0,,984,1.143,6.833,1600.299
985,13.613,0.011,0.0,0.0,0.0,2019-07-12 00:00:00,0.0,,985,1.138,6.61,1457.373
986,13.33,0.011,0.0,0.0,0.0,2019-07-12 01:00:00,1.0,,986,1.134,6.433,1351.571
987,13.103,0.011,0.0,0.0,0.0,2019-07-12 02:00:00,2.0,,987,1.13,6.355,1306.986
988,12.908,0.011,2.672,12.2,1.029,2019-07-12 03:00:00,3.0,,988,1.128,6.251,1244.314
989,14.151,0.011,47.221,161.853,624.039,2019-07-12 04:00:00,4.0,,989,1.125,5.662,929.669
990,16.675,0.012,136.751,373.227,1749.888,2019-07-12 05:00:00,5.0,,990,1.124,3.422,158.044
991,19.03,0.012,259.086,584.208,2633.559,2019-07-12 06:00:00,6.0,,991,1.123,2.377,24.07
992,21.195,0.012,391.191,780.408,3139.63,2019-07-12 07:00:00,7.0,,992,1.123,3.174,112.917
993,22.385,0.012,509.402,948.425,3432.299,2019-07-12 08:00:00,8.0,,993,1.124,3.078,97.789
994,23.327,0.012,594.633,1076.831,3528.23,2019-07-12 09:00:00,9.0,,994,1.126,2.994,85.458
995,23.99,0.012,648.9,1156.838,3463.832,2019-07-12 10:00:00,10.0,,995,1.128,3.019,89.085
996,24.316,0.012,660.838,1182.978,3227.882,2019-07-12 11:00:00,11.0,,996,1.131,2.879,70.341
997,24.724,0.012,639.972,1153.52,3317.785,2019-07-12 12:00:00,12.0,,997,1.134,2.553,37.323
998,24.71,0.012,575.182,1070.392,2949.702,2019-07-12 13:00:00,13.0,,998,1.137,2.237,16.514
999,24.46,0.012,474.495,939.264,2613.117,2019-07-12 14:00:00,14.0,,999,1.14,1.94,6.391
1000,23.758,0.012,353.396,769.093,1802.362,2019-07-12 15:00:00,15.0,,1000,1.142,1.826,4.204
1001,23.185,0.013,230.254,571.427,1144.805,2019-07-12 16:00:00,16.0,,1001,1.144,1.901,5.534
1002,21.954,0.013,124.361,359.756,804.72,2019-07-12 17:00:00,17.0,,1002,1.146,2.548,36.916
1003,19.782,0.014,42.916,149.038,298.465,2019-07-12 18:00:00,18.0,,1003,1.148,4.186,347.484
1004,17.835,0.013,3.44,14.658,0.0,2019-07-12 19:00:00,19.0,,1004,1.15,6.09,1153.739
1005,17.213,0.012,0.0,0.003,0.0,2019-07-12 20:00:00,20.0,,1005,1.152,6.765,1556.1
1006,16.436,0.012,0.0,0.0,0.0,2019-07-12 21:00:00,21.0,,1006,1.152,6.407,1334.54
1007,16.01,0.012,0.0,0.0,0.0,2019-07-12 22:00:00,22.0,,1007,1.148,6.147,1185.551
1008,15.803,0.012,0.0,0.0,0.0,2019-07-12 23:00:00,23.0,,1008,1.142,5.965,1090.593
1009,15.64,0.012,0.0,0.0,0.0,2019-07-13 00:00:00,0.0,,1009,1.137,5.843,1021.665
1010,15.448,0.012,0.0,0.0,0.0,2019-07-13 01:00:00,1.0,,1010,1.133,5.638,918.037
1011,15.176,0.012,0.0,0.0,0.0,2019-07-13 02:00:00,2.0,,1011,1.13,5.55,879.89
1012,14.88,0.012,2.307,11.459,0.0,2019-07-13 03:00:00,3.0,,1012,1.128,5.605,901.951
1013,15.458,0.012,46.127,159.565,98.643,2019-07-13 04:00:00,4.0,,1013,1.127,5.143,691.332
1014,16.761,0.012,137.221,371.144,324.756,2019-07-13 05:00:00,5.0,,1014,1.126,3.689,215.773
1015,17.826,0.013,260.279,582.331,643.898,2019-07-13 06:00:00,6.0,,1015,1.126,2.944,79.025
1016,19.301,0.012,389.689,778.734,964.54,2019-07-13 07:00:00,7.0,,1016,1.126,3.37,149.603
1017,20.362,0.012,509.763,946.926,1157.136,2019-07-13 08:00:00,8.0,,1017,1.127,3.811,245.228
1018,21.017,0.012,602.823,1075.452,1334.764,2019-07-13 09:00:00,9.0,,1018,1.129,4.181,346.13
1019,21.577,0.012,651.38,1155.546,1550.658,2019-07-13 10:00:00,10.0,,1019,1.132,4.529,459.938
1020,22.037,0.012,654.822,1181.721,1718.675,2019-07-13 11:00:00,11.0,,1020,1.135,4.79,554.076
1021,22.265,0.012,617.764,1152.22,1669.194,2019-07-13 12:00:00,12.0,,1021,1.138,4.965,618.209
1022,22.138,0.012,544.359,1069.003,1367.068,2019-07-13 13:00:00,13.0,,1022,1.141,5.026,645.259
1023,21.724,0.012,448.746,937.729,993.809,2019-07-13 14:00:00,14.0,,1023,1.144,4.955,614.194
1024,21.16,0.013,339.451,767.377,638.807,2019-07-13 15:00:00,15.0,,1024,1.146,4.945,610.285
1025,20.431,0.013,226.215,569.512,360.763,2019-07-13 16:00:00,16.0,,1025,1.148,4.991,628.702
1026,19.197,0.013,124.772,357.611,160.72,2019-07-13 17:00:00,17.0,,1026,1.15,5.102,674.351
1027,17.816,0.014,42.516,146.749,31.831,2019-07-13 18:00:00,18.0,,1027,1.152,6.32,1283.562
1028,16.982,0.013,3.457,13.946,0.0,2019-07-13 19:00:00,19.0,,1028,1.154,7.441,2002.399
1029,16.75,0.013,0.0,0.002,0.0,2019-07-13 20:00:00,20.0,,1029,1.155,7.357,1941.694
1030,16.477,0.012,0.0,0.0,0.0,2019-07-13 21:00:00,21.0,,1030,1.154,6.91,1645.793
1031,16.227,0.012,0.0,0.0,0.0,2019-07-13 22:00:00,22.0,,1031,1.15,6.55,1420.434
1032,16.024,0.012,0.0,0.0,0.0,2019-07-13 23:00:00,23.0,,1032,1.145,6.293,1268.513
1033,15.865,0.012,0.0,0.0,0.0,2019-07-14 00:00:00,0.0,,1033,1.142,6.118,1169.018
1034,15.719,0.012,0.0,0.0,0.0,2019-07-14 01:00:00,1.0,,1034,1.138,6.068,1141.664
1035,15.6,0.012,0.0,0.0,0.0,2019-07-14 02:00:00,2.0,,1035,1.135,6.139,1180.886
1036,15.545,0.012,1.84,10.716,0.0,2019-07-14 03:00:00,3.0,,1036,1.132,6.142,1182.386
1037,16.212,0.012,42.022,157.168,145.663,2019-07-14 04:00:00,4.0,,1037,1.13,5.431,819.243
1038,17.348,0.012,127.6,368.961,498.536,2019-07-14 05:00:00,5.0,,1038,1.129,4.495,445.573
1039,18.616,0.012,243.629,580.38,1054.174,2019-07-14 06:00:00,6.0,,1039,1.128,5.346,780.336
1040,19.942,0.013,368.819,776.99,1564.592,2019-07-14 07:00:00,7.0,,1040,1.129,5.688,942.861
1041,20.984,0.013,481.774,945.357,2039.425,2019-07-14 08:00:00,8.0,,1041,1.13,5.852,1025.953
1042,21.707,0.013,570.246,1074.007,2412.72,2019-07-14 09:00:00,9.0,,1042,1.132,5.891,1046.644
1043,22.472,0.013,629.025,1154.171,2824.517,2019-07-14 10:00:00,10.0,,1043,1.135,5.869,1035.135
1044,23.105,0.013,644.474,1180.397,3074.85,2019-07-14 11:00:00,11.0,,1044,1.138,5.958,1087.102
1045,23.359,0.013,604.868,1150.84,3005.265,2019-07-14 12:00:00,12.0,,1045,1.141,6.328,1293.131
1046,23.267,0.013,530.112,1067.54,2819.439,2019-07-14 13:00:00,13.0,,1046,1.144,6.705,1518.55
1047,22.699,0.013,428.327,936.123,2148.211,2019-07-14 14:00:00,14.0,,1047,1.147,6.908,1644.113
1048,21.866,0.013,318.253,765.591,1404.905,2019-07-14 15:00:00,15.0,,1048,1.149,6.762,1556.002
1049,20.93,0.013,210.22,567.499,836.416,2019-07-14 16:00:00,16.0,,1049,1.15,6.442,1359.978
1050,19.978,0.014,112.307,355.365,465.351,2019-07-14 17:00:00,17.0,,1050,1.152,6.046,1133.033
1051,18.706,0.014,37.216,144.364,114.624,2019-07-14 18:00:00,18.0,,1051,1.153,6.027,1122.925
1052,17.697,0.013,2.576,13.227,0.0,2019-07-14 19:00:00,19.0,,1052,1.155,6.432,1350.695
1053,17.582,0.013,0.0,0.001,0.0,2019-07-14 20:00:00,20.0,,1053,1.156,6.5,1390.134
1054,17.349,0.013,0.0,0.0,0.0,2019-07-14 21:00:00,21.0,,1054,1.155,6.471,1373.735
1055,17.072,0.013,0.0,0.0,0.0,2019-07-14 22:00:00,22.0,,1055,1.151,6.293,1268.426
1056,16.733,0.013,0.0,0.0,0.0,2019-07-14 23:00:00,23.0,,1056,1.145,6.275,1257.802
1057,16.427,0.012,0.0,0.0,0.0,2019-07-15 00:00:00,0.0,,1057,1.14,6.233,1239.087
1058,16.196,0.012,0.0,0.0,0.0,2019-07-15 01:00:00,1.0,,1058,1.136,6.218,1226.411
1059,15.995,0.012,0.0,0.0,0.0,2019-07-15 02:00:00,2.0,,1059,1.133,6.07,1142.783
1060,15.837,0.012,1.919,9.973,0.0,2019-07-15 03:00:00,3.0,,1060,1.131,5.984,1099.02
1061,16.395,0.012,47.809,154.667,317.825,2019-07-15 04:00:00,4.0,,1061,1.13,5.358,785.878
1062,17.374,0.013,153.677,366.683,1038.387,2019-07-15 05:00:00,5.0,,1062,1.129,4.672,506.99
1063,18.83,0.013,293.316,578.328,2230.241,2019-07-15 06:00:00,6.0,,1063,1.129,4.721,524.854
1064,20.625,0.013,436.428,775.152,2819.701,2019-07-15 07:00:00,7.0,,1064,1.13,4.714,522.493
