Time_solar,Temperature©,Humidity ,Ground Radiation Intensity (W/m^2),Upper Atmosphere Radiation Intensity (W/m^2),PV Generation (KW),timestamp,hour,Date - Time ,Time_wind,Air Density,Wind Speed ,Power Generation 
563,24.715,0.011,721.692,1170.255,2966.384,2019-06-24 10:00:00,10.0,,563,1.126,8.718,2868.772
564,25.55,0.011,752.75,1196.201,3022.253,2019-06-24 11:00:00,11.0,,564,1.131,9.156,3152.262
565,25.841,0.011,733.422,1167.044,2791.935,2019-06-24 12:00:00,12.0,,565,1.136,8.808,2928.038
566,25.56,0.012,661.289,1084.751,2200.904,2019-06-24 13:00:00,13.0,,566,1.141,8.23,2538.212
567,25.018,0.012,564.042,954.929,1702.862,2019-06-24 14:00:00,14.0,,567,1.145,8.036,2407.302
568,24.797,0.012,443.693,786.421,2017.271,2019-06-24 15:00:00,15.0,,568,1.148,8.088,2441.754
569,24.471,0.012,307.092,590.72,2124.803,2019-06-24 16:00:00,16.0,,569,1.15,7.721,2187.88
570,23.417,0.013,171.196,381.155,1444.084,2019-06-24 17:00:00,17.0,,570,1.152,7.757,2217.426
571,20.818,0.013,59.664,172.078,487.207,2019-06-24 18:00:00,18.0,,571,1.154,8.913,2997.057
572,18.677,0.012,6.001,23.1,0.0,2019-06-24 19:00:00,19.0,,572,1.155,9.38,3286.91
573,17.895,0.012,0.019,0.095,0.0,2019-06-24 20:00:00,20.0,,573,1.156,9.264,3220.4
574,17.503,0.012,0.0,0.0,0.0,2019-06-24 21:00:00,21.0,,574,1.156,8.895,2986.597
575,17.687,0.012,0.0,0.0,0.0,2019-06-24 22:00:00,22.0,,575,1.153,9.584,3410.985
576,17.64,0.012,0.0,0.0,0.0,2019-06-24 23:00:00,23.0,,576,1.148,9.281,3227.052
577,17.555,0.012,0.0,0.0,0.0,2019-06-25 00:00:00,0.0,,577,1.143,8.477,2706.37
578,17.366,0.012,0.0,0.0,0.0,2019-06-25 01:00:00,1.0,,578,1.139,8.313,2596.73
579,17.322,0.011,0.0,0.0,0.0,2019-06-25 02:00:00,2.0,,579,1.135,8.251,2553.604
580,17.622,0.011,3.164,20.805,0.0,2019-06-25 03:00:00,3.0,,580,1.132,8.087,2441.739
581,18.586,0.011,39.63,183.782,124.117,2019-06-25 04:00:00,4.0,,581,1.129,7.11,1775.227
582,19.447,0.012,117.452,393.332,516.569,2019-06-25 05:00:00,5.0,,582,1.127,4.598,480.972
583,20.858,0.012,228.733,602.456,1313.83,2019-06-25 06:00:00,6.0,,583,1.126,4.825,563.541
584,22.814,0.012,348.232,796.906,1906.153,2019-06-25 07:00:00,7.0,,584,1.125,6.39,1324.511
585,24.28,0.012,456.987,963.43,2437.886,2019-06-25 08:00:00,8.0,,585,1.126,7.158,1808.17
586,25.01,0.012,534.087,1090.693,2842.038,2019-06-25 09:00:00,9.0,,586,1.129,7.855,2283.26
587,25.278,0.012,561.902,1170.002,2557.786,2019-06-25 10:00:00,10.0,,587,1.132,8.911,2994.069
588,25.241,0.012,569.368,1195.963,2118.559,2019-06-25 11:00:00,11.0,,588,1.137,9.778,3517.235
589,25.348,0.012,533.49,1166.794,1896.4,2019-06-25 12:00:00,12.0,,589,1.14,10.554,3906.843
590,25.618,0.012,479.347,1084.491,1935.911,2019-06-25 13:00:00,13.0,,590,1.143,11.16,4154.512
591,25.711,0.012,413.281,954.641,1907.627,2019-06-25 14:00:00,14.0,,591,1.146,11.298,4203.981
592,25.462,0.012,326.702,786.134,1874.82,2019-06-25 15:00:00,15.0,,592,1.147,10.706,3973.551
593,24.381,0.013,222.605,590.424,1291.147,2019-06-25 16:00:00,16.0,,593,1.149,9.753,3503.349
594,22.467,0.013,119.39,380.831,341.095,2019-06-25 17:00:00,17.0,,594,1.15,10.027,3651.052
595,21.027,0.013,41.137,171.755,43.066,2019-06-25 18:00:00,18.0,,595,1.151,9.807,3533.37
596,20.035,0.013,5.064,22.965,0.0,2019-06-25 19:00:00,19.0,,596,1.152,8.399,2659.049
597,19.443,0.013,0.019,0.092,0.0,2019-06-25 20:00:00,20.0,,597,1.153,8.453,2689.815
598,19.106,0.013,0.0,0.0,0.0,2019-06-25 21:00:00,21.0,,598,1.153,8.451,2688.394
599,18.739,0.013,0.0,0.0,0.0,2019-06-25 22:00:00,22.0,,599,1.15,7.966,2356.038
600,18.085,0.012,0.0,0.0,0.0,2019-06-25 23:00:00,23.0,,600,1.146,7.216,1845.224
601,17.965,0.012,0.0,0.0,0.0,2019-06-26 00:00:00,0.0,,601,1.142,6.316,1281.411
602,17.885,0.012,0.0,0.0,0.0,2019-06-26 01:00:00,1.0,,602,1.138,6.093,1156.844
603,17.787,0.012,0.0,0.0,0.0,2019-06-26 02:00:00,2.0,,603,1.135,6.508,1394.822
604,17.69,0.012,2.889,20.638,0.0,2019-06-26 03:00:00,3.0,,604,1.132,7.441,2002.412
605,17.686,0.012,40.032,183.406,64.331,2019-06-26 04:00:00,4.0,,605,1.129,9.062,3090.716
606,17.772,0.012,116.649,392.971,291.806,2019-06-26 05:00:00,5.0,,606,1.128,8.296,2586.714
607,17.613,0.012,216.122,602.089,294.408,2019-06-26 06:00:00,6.0,,607,1.128,7.162,1810.488
608,17.731,0.012,326.227,796.563,520.0,2019-06-26 07:00:00,7.0,,608,1.129,7.479,2022.283
609,18.717,0.012,441.184,963.095,1339.227,2019-06-26 08:00:00,8.0,,609,1.131,8.15,2489.684
610,20.241,0.012,536.684,1090.36,1659.849,2019-06-26 09:00:00,9.0,,610,1.135,8.244,2551.594
611,20.577,0.012,591.969,1169.685,1230.096,2019-06-26 10:00:00,10.0,,611,1.139,8.014,2393.512
612,21.441,0.012,598.049,1195.637,1679.428,2019-06-26 11:00:00,11.0,,612,1.144,8.622,2803.515
613,22.672,0.012,542.188,1166.459,1953.995,2019-06-26 12:00:00,12.0,,613,1.148,9.119,3126.553
614,23.227,0.012,459.713,1084.134,1623.334,2019-06-26 13:00:00,13.0,,614,1.152,8.771,2903.222
615,23.182,0.012,366.87,954.299,1168.249,2019-06-26 14:00:00,14.0,,615,1.155,7.78,2234.689
616,22.97,0.012,259.322,785.764,872.487,2019-06-26 15:00:00,15.0,,616,1.157,7.077,1757.967
617,22.495,0.013,162.092,590.02,565.426,2019-06-26 16:00:00,16.0,,617,1.159,7.42,1988.825
618,21.483,0.013,86.482,380.418,235.111,2019-06-26 17:00:00,17.0,,618,1.161,7.52,2050.362
619,19.898,0.013,32.187,171.311,40.585,2019-06-26 18:00:00,18.0,,619,1.162,6.855,1613.082
620,18.953,0.012,4.382,22.784,0.0,2019-06-26 19:00:00,19.0,,620,1.164,6.582,1444.395
621,18.328,0.012,0.017,0.088,0.0,2019-06-26 20:00:00,20.0,,621,1.165,7.389,1967.808
622,17.155,0.011,0.0,0.0,0.0,2019-06-26 21:00:00,21.0,,622,1.165,7.101,1774.984
623,15.771,0.011,0.0,0.0,0.0,2019-06-26 22:00:00,22.0,,623,1.162,6.169,1202.543
624,14.574,0.011,0.0,0.0,0.0,2019-06-26 23:00:00,23.0,,624,1.158,6.194,1214.947
625,13.629,0.011,0.0,0.0,0.0,2019-06-27 00:00:00,0.0,,625,1.154,6.784,1565.25
626,12.88,0.01,0.0,0.0,0.0,2019-06-27 01:00:00,1.0,,626,1.151,6.948,1670.896
627,12.331,0.01,0.0,0.0,0.0,2019-06-27 02:00:00,2.0,,627,1.148,6.668,1497.515
628,11.858,0.01,2.65,20.42,0.0,2019-06-27 03:00:00,3.0,,628,1.145,6.609,1456.863
629,11.536,0.01,37.012,182.912,39.728,2019-06-27 04:00:00,4.0,,629,1.144,6.652,1482.849
630,11.542,0.01,107.262,392.489,208.447,2019-06-27 05:00:00,5.0,,630,1.143,6.481,1384.267
631,11.899,0.01,202.157,601.649,514.271,2019-06-27 06:00:00,6.0,,631,1.144,6.973,1685.786
632,12.828,0.01,303.528,796.141,981.608,2019-06-27 07:00:00,7.0,,632,1.145,7.305,1904.745
633,14.284,0.01,393.851,962.694,1515.655,2019-06-27 08:00:00,8.0,,633,1.147,7.463,2011.533
634,15.96,0.01,464.864,1089.978,2197.121,2019-06-27 09:00:00,9.0,,634,1.15,7.337,1928.236
635,17.352,0.01,514.628,1169.283,2551.306,2019-06-27 10:00:00,10.0,,635,1.154,7.175,1821.317
636,18.25,0.01,528.624,1195.245,2591.411,2019-06-27 11:00:00,11.0,,636,1.157,6.957,1679.519
637,18.272,0.01,495.174,1166.068,2163.128,2019-06-27 12:00:00,12.0,,637,1.16,6.719,1524.871
638,17.499,0.01,435.116,1083.741,1561.748,2019-06-27 13:00:00,13.0,,638,1.163,6.611,1458.296
639,16.341,0.01,358.182,953.871,1183.243,2019-06-27 14:00:00,14.0,,639,1.165,7.228,1853.397
640,15.079,0.01,273.874,785.304,910.454,2019-06-27 15:00:00,15.0,,640,1.166,8.509,2734.451
641,13.786,0.01,187.527,589.536,515.511,2019-06-27 16:00:00,16.0,,641,1.167,9.583,3411.027
642,12.647,0.011,101.846,379.898,144.311,2019-06-27 17:00:00,17.0,,642,1.168,9.553,3389.664
643,11.962,0.011,36.753,170.758,31.513,2019-06-27 18:00:00,18.0,,643,1.169,8.795,2921.341
644,11.53,0.01,3.732,22.555,0.0,2019-06-27 19:00:00,19.0,,644,1.17,8.818,2933.57
645,11.353,0.01,0.007,0.084,0.0,2019-06-27 20:00:00,20.0,,645,1.171,8.465,2698.226
646,11.229,0.01,0.0,0.0,0.0,2019-06-27 21:00:00,21.0,,646,1.171,7.96,2352.424
647,11.09,0.01,0.0,0.0,0.0,2019-06-27 22:00:00,22.0,,647,1.167,7.204,1837.533
648,10.971,0.01,0.0,0.0,0.0,2019-06-27 23:00:00,23.0,,648,1.164,6.441,1359.936
649,10.903,0.009,0.0,0.0,0.0,2019-06-28 00:00:00,0.0,,649,1.16,6.083,1153.495
650,10.816,0.009,0.0,0.0,0.0,2019-06-28 01:00:00,1.0,,650,1.157,5.898,1050.33
651,10.741,0.009,0.0,0.0,0.0,2019-06-28 02:00:00,2.0,,651,1.153,5.851,1025.429
652,10.669,0.009,3.818,20.149,0.0,2019-06-28 03:00:00,3.0,,652,1.151,5.222,725.275
653,10.862,0.009,44.936,182.303,78.802,2019-06-28 04:00:00,4.0,,653,1.149,4.866,581.796
654,11.19,0.009,115.512,391.92,176.452,2019-06-28 05:00:00,5.0,,654,1.148,4.356,399.747
655,11.579,0.01,206.104,601.116,337.55,2019-06-28 06:00:00,6.0,,655,1.148,4.527,458.33
656,12.165,0.01,288.264,795.64,584.076,2019-06-28 07:00:00,7.0,,656,1.149,4.57,470.897
657,13.196,0.01,355.008,962.235,1152.216,2019-06-28 08:00:00,8.0,,657,1.15,5.018,639.761
658,14.415,0.01,415.818,1089.529,1610.913,2019-06-28 09:00:00,9.0,,658,1.152,5.234,730.672
659,15.286,0.01,444.022,1168.846,1609.76,2019-06-28 10:00:00,10.0,,659,1.154,5.015,638.29
660,15.434,0.01,427.119,1194.807,1095.432,2019-06-28 11:00:00,11.0,,660,1.156,4.951,612.557
661,15.283,0.01,387.48,1165.621,779.536,2019-06-28 12:00:00,12.0,,661,1.158,4.846,571.663
662,15.01,0.01,329.804,1083.285,593.206,2019-06-28 13:00:00,13.0,,662,1.16,5.44,823.263
663,14.66,0.01,261.012,953.386,460.614,2019-06-28 14:00:00,14.0,,663,1.161,6.358,1307.066
664,14.243,0.011,192.001,784.778,374.087,2019-06-28 15:00:00,15.0,,664,1.163,6.61,1457.334
665,13.7,0.011,131.455,588.956,239.76,2019-06-28 16:00:00,16.0,,665,1.164,6.621,1468.878
666,13.158,0.011,77.75,379.271,96.655,2019-06-28 17:00:00,17.0,,666,1.165,7.423,1988.881
667,12.707,0.011,33.032,170.084,9.987,2019-06-28 18:00:00,18.0,,667,1.166,8.225,2534.183
668,12.347,0.01,5.416,22.281,0.0,2019-06-28 19:00:00,19.0,,668,1.167,8.687,2851.038
669,12.054,0.01,0.014,0.078,0.0,2019-06-28 20:00:00,20.0,,669,1.168,8.975,3034.945
670,11.781,0.01,0.0,0.0,0.0,2019-06-28 21:00:00,21.0,,670,1.167,9.027,3072.639
671,11.525,0.01,0.0,0.0,0.0,2019-06-28 22:00:00,22.0,,671,1.164,8.47,2701.349
672,11.278,0.01,0.0,0.0,0.0,2019-06-28 23:00:00,23.0,,672,1.16,7.577,2093.417
673,11.028,0.009,0.0,0.0,0.0,2019-06-29 00:00:00,0.0,,673,1.155,6.338,1295.393
674,10.794,0.009,0.0,0.0,0.0,2019-06-29 01:00:00,1.0,,674,1.151,5.989,1099.178
675,10.579,0.009,0.0,0.0,0.0,2019-06-29 02:00:00,2.0,,675,1.147,5.652,925.042
676,10.322,0.009,2.276,19.829,0.0,2019-06-29 03:00:00,3.0,,676,1.144,5.153,695.803
677,10.332,0.009,35.982,181.578,101.264,2019-06-29 04:00:00,4.0,,677,1.142,4.663,506.178
678,10.745,0.009,108.433,391.246,352.299,2019-06-29 05:00:00,5.0,,678,1.141,4.01,297.273
679,11.473,0.01,207.963,600.501,669.087,2019-06-29 06:00:00,6.0,,679,1.14,4.499,446.663
680,12.368,0.01,324.174,795.058,988.056,2019-06-29 07:00:00,7.0,,680,1.141,4.865,580.756
681,13.541,0.01,437.982,961.693,1335.175,2019-06-29 08:00:00,8.0,,681,1.143,5.145,692.397
682,14.768,0.01,532.613,1089.024,1527.957,2019-06-29 09:00:00,9.0,,682,1.145,5.265,744.124
683,15.83,0.01,586.804,1168.355,1636.396,2019-06-29 10:00:00,10.0,,683,1.148,5.04,652.33
684,16.738,0.01,600.426,1194.331,1690.221,2019-06-29 11:00:00,11.0,,684,1.152,4.53,460.503
685,17.604,0.01,572.449,1165.146,1888.13,2019-06-29 12:00:00,12.0,,685,1.156,3.887,266.666
686,17.904,0.01,512.186,1082.763,1536.104,2019-06-29 13:00:00,13.0,,686,1.158,3.241,125.717
687,17.647,0.01,423.496,952.829,1048.451,2019-06-29 14:00:00,14.0,,687,1.16,2.385,24.563
688,17.268,0.01,319.827,784.173,785.629,2019-06-29 15:00:00,15.0,,688,1.162,1.654,2.062
689,16.724,0.01,217.846,588.291,548.844,2019-06-29 16:00:00,16.0,,689,1.163,1.738,2.893
690,15.674,0.011,123.019,378.539,317.613,2019-06-29 17:00:00,17.0,,690,1.164,3.799,242.229
691,14.543,0.011,46.071,169.296,108.052,2019-06-29 18:00:00,18.0,,691,1.165,5.787,997.253
692,13.584,0.01,5.487,21.962,0.0,2019-06-29 19:00:00,19.0,,692,1.166,6.814,1583.971
693,13.043,0.01,0.015,0.073,0.0,2019-06-29 20:00:00,20.0,,693,1.167,6.492,1389.871
694,12.59,0.01,0.0,0.0,0.0,2019-06-29 21:00:00,21.0,,694,1.166,5.767,982.415
695,12.218,0.01,0.0,0.0,0.0,2019-06-29 22:00:00,22.0,,695,1.163,5.75,973.731
696,11.853,0.01,0.0,0.0,0.0,2019-06-29 23:00:00,23.0,,696,1.159,5.866,1033.348
697,11.56,0.01,0.0,0.0,0.0,2019-06-30 00:00:00,0.0,,697,1.154,5.819,1009.073
698,11.358,0.01,0.0,0.0,0.0,2019-06-30 01:00:00,1.0,,698,1.151,6.079,1152.201
699,11.189,0.01,0.0,0.0,0.0,2019-06-30 02:00:00,2.0,,699,1.148,6.205,1220.215
700,11.033,0.009,3.002,19.46,0.0,2019-06-30 03:00:00,3.0,,700,1.145,6.276,1258.445
701,11.116,0.01,39.506,180.741,66.151,2019-06-30 04:00:00,4.0,,701,1.143,6.04,1126.304
702,11.496,0.01,110.909,390.465,199.097,2019-06-30 05:00:00,5.0,,702,1.142,5.579,893.895
703,12.162,0.01,203.37,599.779,419.348,2019-06-30 06:00:00,6.0,,703,1.141,5.663,930.436
704,12.99,0.01,299.588,794.411,704.174,2019-06-30 07:00:00,7.0,,704,1.142,5.686,941.886
705,13.774,0.01,384.435,961.095,898.597,2019-06-30 08:00:00,8.0,,705,1.143,5.726,961.462
706,14.491,0.01,454.768,1088.452,1054.173,2019-06-30 09:00:00,9.0,,706,1.144,5.667,932.03
707,15.133,0.01,499.456,1167.815,1217.62,2019-06-30 10:00:00,10.0,,707,1.146,5.663,930.335
708,15.651,0.01,511.522,1193.802,1276.74,2019-06-30 11:00:00,11.0,,708,1.149,5.641,919.441
709,16.065,0.01,492.16,1164.581,1240.859,2019-06-30 12:00:00,12.0,,709,1.151,5.707,957.03
710,16.287,0.01,445.905,1082.189,1088.669,2019-06-30 13:00:00,13.0,,710,1.153,5.731,963.973
711,16.277,0.01,381.846,952.191,859.695,2019-06-30 14:00:00,14.0,,711,1.155,5.408,808.424
712,16.031,0.01,300.141,783.489,589.92,2019-06-30 15:00:00,15.0,,712,1.157,4.918,599.758
713,15.616,0.011,207.103,587.53,347.597,2019-06-30 16:00:00,16.0,,713,1.159,4.832,566.539
714,15.082,0.011,117.273,377.706,162.846,2019-06-30 17:00:00,17.0,,714,1.16,4.922,601.086
715,14.138,0.011,43.79,168.398,34.153,2019-06-30 18:00:00,18.0,,715,1.162,5.292,760.367
716,13.363,0.011,4.534,21.599,0.0,2019-06-30 19:00:00,19.0,,716,1.164,5.926,1064.764
717,13.204,0.01,0.005,0.066,0.0,2019-06-30 20:00:00,20.0,,717,1.165,6.175,1203.701
718,12.938,0.01,0.0,0.0,0.0,2019-06-30 21:00:00,21.0,,718,1.165,6.044,1130.675
719,12.738,0.01,0.0,0.0,0.0,2019-06-30 22:00:00,22.0,,719,1.161,5.776,990.067
720,12.58,0.01,0.0,0.0,0.0,2019-06-30 23:00:00,23.0,,720,1.155,5.758,978.069
721,12.445,0.01,0.0,0.0,0.0,2019-07-01 00:00:00,0.0,,721,1.15,5.812,1005.396
722,12.251,0.01,0.0,0.0,0.0,2019-07-01 01:00:00,1.0,,722,1.146,5.684,940.491
723,12.084,0.01,0.0,0.0,0.0,2019-07-01 02:00:00,2.0,,723,1.142,5.721,959.385
724,11.942,0.01,2.755,19.045,0.0,2019-07-01 03:00:00,3.0,,724,1.14,5.774,987.911
725,12.086,0.01,44.308,179.786,62.397,2019-07-01 04:00:00,4.0,,725,1.138,5.46,836.995
726,12.492,0.01,126.878,389.579,268.891,2019-07-01 05:00:00,5.0,,726,1.137,4.498,446.469
727,13.159,0.01,233.544,598.967,603.667,2019-07-01 06:00:00,6.0,,727,1.137,3.849,254.76
728,13.832,0.011,345.719,793.67,916.119,2019-07-01 07:00:00,7.0,,728,1.137,3.876,264.023
729,14.618,0.011,451.992,960.403,1184.595,2019-07-01 08:00:00,8.0,,729,1.138,4.162,340.43
730,15.517,0.01,540.769,1087.836,1394.681,2019-07-01 09:00:00,9.0,,730,1.139,4.532,461.014
731,16.273,0.01,586.936,1167.218,1518.56,2019-07-01 10:00:00,10.0,,731,1.141,4.895,590.594
732,16.876,0.01,589.417,1193.222,1594.777,2019-07-01 11:00:00,11.0,,732,1.142,5.214,721.838
733,17.242,0.01,555.432,1163.977,1443.952,2019-07-01 12:00:00,12.0,,733,1.145,5.316,771.12
734,17.435,0.01,494.075,1081.542,1265.613,2019-07-01 13:00:00,13.0,,734,1.147,5.114,679.399
735,17.563,0.011,420.009,951.504,1135.336,2019-07-01 14:00:00,14.0,,735,1.149,4.503,448.213
736,17.486,0.011,325.281,782.724,942.279,2019-07-01 15:00:00,15.0,,736,1.152,3.592,193.702
737,17.142,0.011,220.537,586.697,647.855,2019-07-01 16:00:00,16.0,,737,1.155,2.903,73.351
738,16.7,0.011,128.241,376.768,328.517,2019-07-01 17:00:00,17.0,,738,1.158,2.616,42.081
739,15.562,0.012,49.948,167.382,111.952,2019-07-01 18:00:00,18.0,,739,1.161,2.33,21.785
740,14.706,0.011,5.257,21.195,0.0,2019-07-01 19:00:00,19.0,,740,1.163,2.227,16.055
741,14.577,0.011,0.01,0.06,0.0,2019-07-01 20:00:00,20.0,,741,1.164,2.139,12.38
742,14.575,0.01,0.0,0.0,0.0,2019-07-01 21:00:00,21.0,,742,1.163,2.038,9.189
743,14.439,0.01,0.0,0.0,0.0,2019-07-01 22:00:00,22.0,,743,1.159,1.96,7.028
744,13.928,0.01,0.0,0.0,0.0,2019-07-01 23:00:00,23.0,,744,1.153,2.195,14.778
745,12.986,0.01,0.0,0.0,0.0,2019-07-02 00:00:00,0.0,,745,1.148,2.905,73.613
746,12.055,0.01,0.0,0.0,0.0,2019-07-02 01:00:00,1.0,,746,1.143,3.654,207.53
747,11.386,0.01,0.0,0.0,0.0,2019-07-02 02:00:00,2.0,,747,1.14,4.345,396.295
748,11.047,0.01,4.188,18.585,6.22,2019-07-02 03:00:00,3.0,,748,1.138,5.052,657.477
749,12.641,0.01,57.033,178.721,410.731,2019-07-02 04:00:00,4.0,,749,1.136,5.408,808.738
750,14.567,0.01,160.328,388.605,1089.164,2019-07-02 05:00:00,5.0,,750,1.136,3.87,262.443
751,16.561,0.011,292.287,598.085,2517.226,2019-07-02 06:00:00,6.0,,751,1.135,3.551,184.815
752,19.03,0.011,417.928,792.86,3125.465,2019-07-02 07:00:00,7.0,,752,1.136,3.86,257.623
753,21.334,0.011,533.128,959.651,3320.461,2019-07-02 08:00:00,8.0,,753,1.137,4.28,378.816
754,22.571,0.011,610.378,1087.14,3176.545,2019-07-02 09:00:00,9.0,,754,1.139,4.73,528.172
755,22.966,0.011,646.75,1166.559,2967.877,2019-07-02 10:00:00,10.0,,755,1.142,5.28,754.545
756,23.051,0.011,637.912,1192.565,2800.127,2019-07-02 11:00:00,11.0,,756,1.145,5.724,960.783
757,22.448,0.011,604.192,1163.319,2036.978,2019-07-02 12:00:00,12.0,,757,1.148,5.943,1075.999
758,22.259,0.011,543.031,1080.825,1596.692,2019-07-02 13:00:00,13.0,,758,1.151,5.603,900.744
759,21.776,0.011,447.785,950.732,1041.008,2019-07-02 14:00:00,14.0,,759,1.154,4.733,529.132
760,20.566,0.011,338.762,781.864,587.066,2019-07-02 15:00:00,15.0,,760,1.156,3.888,266.914
761,19.257,0.012,225.27,585.745,205.711,2019-07-02 16:00:00,16.0,,761,1.158,3.03,90.655
762,18.285,0.012,127.902,375.731,72.756,2019-07-02 17:00:00,17.0,,762,1.16,3.083,98.502
763,17.476,0.012,47.716,166.255,22.707,2019-07-02 18:00:00,18.0,,763,1.162,3.228,123.575
764,16.362,0.011,5.175,20.751,0.0,2019-07-02 19:00:00,19.0,,764,1.163,3.194,116.973
765,15.431,0.011,0.008,0.053,0.0,2019-07-02 20:00:00,20.0,,765,1.165,2.913,74.628
766,14.784,0.011,0.0,0.0,0.0,2019-07-02 21:00:00,21.0,,766,1.164,2.454,29.723
767,14.328,0.011,0.0,0.0,0.0,2019-07-02 22:00:00,22.0,,767,1.159,1.94,6.391
768,13.997,0.01,0.0,0.0,0.0,2019-07-02 23:00:00,23.0,,768,1.153,1.921,5.951
769,13.674,0.01,0.0,0.0,0.0,2019-07-03 00:00:00,0.0,,769,1.149,2.142,12.494
770,13.385,0.01,0.0,0.0,0.0,2019-07-03 01:00:00,1.0,,770,1.145,2.055,9.709
771,13.289,0.01,0.0,0.0,0.0,2019-07-03 02:00:00,2.0,,771,1.142,1.769,3.295
772,13.199,0.01,4.077,18.084,0.0,2019-07-03 03:00:00,3.0,,772,1.139,1.822,4.184
773,13.823,0.01,60.158,177.536,236.164,2019-07-03 04:00:00,4.0,,773,1.138,1.602,1.566
774,14.565,0.011,165.764,387.518,382.699,2019-07-03 05:00:00,5.0,,774,1.137,2.063,9.951
775,15.125,0.011,292.594,597.089,360.122,2019-07-03 06:00:00,6.0,,775,1.137,1.513,1.012
776,16.894,0.011,410.565,791.961,575.652,2019-07-03 07:00:00,7.0,,776,1.138,1.663,2.129
777,19.692,0.011,526.609,958.853,979.103,2019-07-03 08:00:00,8.0,,777,1.139,1.287,0.285
778,23.571,0.011,619.017,1086.368,1613.979,2019-07-03 09:00:00,9.0,,778,1.141,0.77,0.0
779,23.143,0.011,655.802,1165.869,1795.715,2019-07-03 10:00:00,10.0,,779,1.143,1.123,0.092
780,23.802,0.011,652.574,1191.847,1940.298,2019-07-03 11:00:00,11.0,,780,1.146,1.508,0.987
781,23.895,0.011,600.317,1162.596,1722.092,2019-07-03 12:00:00,12.0,,781,1.149,1.867,4.96
782,23.828,0.01,528.238,1080.091,1484.54,2019-07-03 13:00:00,13.0,,782,1.151,2.222,15.822
783,23.289,0.011,445.817,949.895,1256.017,2019-07-03 14:00:00,14.0,,783,1.153,2.57,38.756
784,22.441,0.011,341.986,780.942,775.227,2019-07-03 15:00:00,15.0,,784,1.155,2.683,48.426
785,20.507,0.011,229.99,584.722,502.228,2019-07-03 16:00:00,16.0,,785,1.157,2.567,38.524
786,18.619,0.011,127.284,374.588,257.556,2019-07-03 17:00:00,17.0,,786,1.159,2.239,16.6
787,16.816,0.012,50.341,165.018,111.611,2019-07-03 18:00:00,18.0,,787,1.161,2.055,9.722
788,15.417,0.011,5.03,20.27,0.0,2019-07-03 19:00:00,19.0,,788,1.163,2.071,10.235
789,14.583,0.01,0.003,0.046,0.0,2019-07-03 20:00:00,20.0,,789,1.165,2.033,9.045
790,14.096,0.01,0.0,0.0,0.0,2019-07-03 21:00:00,21.0,,790,1.165,1.802,3.881
791,13.87,0.01,0.0,0.0,0.0,2019-07-03 22:00:00,22.0,,791,1.161,1.332,0.365
792,13.63,0.01,0.0,0.0,0.0,2019-07-03 23:00:00,23.0,,792,1.154,1.078,0.059
793,13.217,0.01,0.0,0.0,0.0,2019-07-04 00:00:00,0.0,,793,1.149,1.289,0.291
794,12.654,0.01,0.0,0.0,0.0,2019-07-04 01:00:00,1.0,,794,1.146,1.545,1.228
795,11.978,0.01,0.0,0.0,0.0,2019-07-04 02:00:00,2.0,,795,1.143,1.894,5.386
796,11.355,0.01,3.306,17.543,6.494,2019-07-04 03:00:00,3.0,,796,1.14,2.229,16.133
797,11.916,0.01,57.304,176.24,634.722,2019-07-04 04:00:00,4.0,,797,1.138,2.434,27.782
798,14.036,0.01,165.763,386.333,1592.533,2019-07-04 05:00:00,5.0,,798,1.137,1.374,0.488
799,15.679,0.011,297.672,596.012,2440.589,2019-07-04 06:00:00,6.0,,799,1.136,1.49,0.895
800,19.468,0.011,437.522,790.976,3016.146,2019-07-04 07:00:00,7.0,,800,1.136,1.44,0.687
801,20.693,0.011,552.898,957.968,2757.448,2019-07-04 08:00:00,8.0,,801,1.137,1.114,0.084
802,21.464,0.011,646.169,1085.562,3076.256,2019-07-04 09:00:00,9.0,,802,1.138,0.649,0.0
803,22.249,0.011,698.567,1165.069,3145.854,2019-07-04 10:00:00,10.0,,803,1.14,0.24,0.0
804,22.656,0.011,707.342,1191.088,3095.16,2019-07-04 11:00:00,11.0,,804,1.144,0.704,0.0
805,23.05,0.011,691.528,1161.796,3199.74,2019-07-04 12:00:00,12.0,,805,1.147,1.02,0.035
806,22.967,0.011,636.146,1079.212,2813.807,2019-07-04 13:00:00,13.0,,806,1.15,1.288,0.29
807,22.652,0.011,541.68,949.001,2498.703,2019-07-04 14:00:00,14.0,,807,1.153,1.579,1.413
808,22.135,0.011,421.538,779.943,2245.443,2019-07-04 15:00:00,15.0,,808,1.156,1.859,4.728
809,21.488,0.011,285.77,583.596,1464.435,2019-07-04 16:00:00,16.0,,809,1.158,2.17,13.581
810,21.271,0.011,157.882,373.345,821.635,2019-07-04 17:00:00,17.0,,810,1.16,2.556,37.582
811,18.602,0.012,54.222,163.671,295.576,2019-07-04 18:00:00,18.0,,811,1.162,3.705,221.458
812,16.108,0.011,4.293,19.752,0.0,2019-07-04 19:00:00,19.0,,812,1.163,5.255,739.72
813,14.792,0.011,0.009,0.039,0.0,2019-07-04 20:00:00,20.0,,813,1.164,7.055,1738.893
814,14.115,0.01,0.0,0.0,0.0,2019-07-04 21:00:00,21.0,,814,1.162,8.325,2609.541
