Time_solar,Temperature©,Humidity ,Ground Radiation Intensity (W/m^2),Upper Atmosphere Radiation Intensity (W/m^2),PV Generation (KW),timestamp,hour,Date - Time ,Time_wind,Air Density,Wind Speed ,Power Generation ,clearness_index_kt,wind_power_coefficient_cp,complementarity_index,total_renewable_power,renewable_capacity_factor,solar_efficiency,wind_power_per_speed,day_of_week,day_of_year,month,week_of_year,hour_sin,hour_cos,day_sin,day_cos,solar_lag_1,solar_lag_2,solar_lag_3,solar_lag_6,solar_lag_12,solar_lag_24,wind_lag_1,wind_lag_2,wind_lag_3,wind_lag_6,wind_lag_12,wind_lag_24,solar_rolling_mean_6h,solar_rolling_std_6h,wind_rolling_mean_6h,wind_rolling_std_6h,solar_rate_of_change,solar_volatility,wind_rate_of_change,wind_volatility,total_rate_of_change,total_volatility
456,8.816,0.008,0.0,0.0,0.0,2019-06-19 23:00:00,23.0,,456,1.174,6.183,1207.375,0.0,0.593,0.7154410037604704,1207.375,0.14582434793513394,0.0,195.2732985163677,2,170,6,25,-0.25881904510252157,0.9659258262890681,0.21352091543979612,-0.9769384927771817,0.0,0.0,0.0,676.823,1818.248,0.0,1412.98,1774.548,2413.014,1254.971,1473.729,2578.959,45.16899999999985,110.64100219176115,1910.0204999999999,558.6774264903665,0.0,0.0,-205.60500000000002,205.60500000000002,-205.60500000000002,205.60500000000002
457,8.108,0.008,0.0,0.0,0.0,2019-06-20 00:00:00,0.0,,457,1.169,5.821,1010.012,0.0,0.593,0.7619563094234353,1010.012,0.1219872378562257,0.0,173.51173792961038,3,171,6,25,0.0,1.0,0.19667288979357647,-0.980469160361632,0.0,0.0,0.0,271.014,2358.841,0.0,1207.375,1412.98,1774.548,2008.111,837.145,2976.302,0.0,0.0,1743.6706666666669,662.565058832916,0.0,0.0,-197.36300000000006,197.36300000000006,-197.36300000000006,197.36300000000006
458,7.804,0.008,0.0,0.0,0.0,2019-06-20 01:00:00,1.0,,458,1.166,5.763,980.49,0.0,0.593,0.768914173125254,980.49,0.118421629491185,0.0,170.13531665186247,3,171,6,25,0.25881904510252074,0.9659258262890683,0.19667288979357647,-0.980469160361632,0.0,0.0,0.0,0.0,3058.301,0.0,1010.012,1207.375,1412.98,2644.095,387.92,3177.81,0.0,0.0,1466.4031666666667,548.7038247559105,0.0,0.0,-29.521999999999935,29.521999999999935,-29.521999999999935,29.521999999999935
459,7.652,0.008,0.0,0.0,0.0,2019-06-20 02:00:00,2.0,,459,1.162,5.837,1018.512,0.0,0.593,0.7599529952351872,1018.512,0.12301385092792971,0.0,174.49234632647827,3,171,6,25,0.49999999999999994,0.8660254037844387,0.19667288979357647,-0.980469160361632,0.0,0.0,0.0,0.0,2569.474,0.0,980.49,1010.012,1207.375,2413.014,221.609,2928.058,0.0,0.0,1233.9861666666666,311.7075207847328,0.0,0.0,38.021999999999935,38.021999999999935,38.021999999999935,38.021999999999935
460,7.499,0.008,4.234,20.823,0.0,2019-06-20 03:00:00,3.0,,460,1.16,5.26,741.797,0.0,0.593,0.8251702994235475,741.797,0.0895927643236265,0.0,141.02601881634624,3,171,6,25,0.7071067811865476,0.7071067811865476,0.19667288979357647,-0.980469160361632,0.0,0.0,0.0,0.0,1723.569,32.041,1018.512,980.49,1010.012,1774.548,453.46,2720.672,0.0,0.0,1061.861,227.19530571558414,0.0,0.0,-276.7149999999999,276.7149999999999,-276.7149999999999,276.7149999999999
461,7.419,0.008,59.967,183.924,118.98,2019-06-20 04:00:00,4.0,,461,1.158,5.305,766.254,0.0,0.593,0.8488808629262574,885.234,0.1069167995196276,1.0,144.43993507258529,3,171,6,25,0.8660254037844386,0.5000000000000001,0.19667288979357647,-0.980469160361632,0.0,0.0,0.0,0.0,1133.783,733.812,741.797,1018.512,980.49,1412.98,995.705,1670.931,19.82999999999985,48.57338159939042,954.0733333333333,174.63012023778788,118.98,118.98,24.456999999999994,24.456999999999994,143.437,143.437
462,7.679,0.008,169.721,393.611,516.125,2019-06-20 05:00:00,5.0,,462,1.157,6.061,1137.742,0.0,0.593,0.8597110474881794,1653.867,0.19975076247763632,1.0,187.71519753915234,3,171,6,25,0.9659258262890683,0.25881904510252074,0.19667288979357647,-0.980469160361632,118.98,0.0,0.0,0.0,676.823,863.414,766.254,741.797,1018.512,1207.375,1254.971,565.004,105.85083333333318,206.55016946051308,942.4678333333333,155.71943582534658,397.145,397.145,371.48799999999994,371.48799999999994,768.6329999999999,768.6329999999999
463,8.277,0.008,307.443,602.872,916.077,2019-06-20 06:00:00,6.0,,463,1.157,6.875,1625.845,0.0,0.593,0.8437523125439088,2541.922,0.3070082767590612,1.0,236.48651105650748,3,171,6,25,1.0,6.123233995736766e-17,0.19667288979357647,-0.980469160361632,516.125,118.98,0.0,0.0,271.014,657.033,1137.742,766.254,741.797,1010.012,2008.111,444.528,258.5303333333332,379.13341357188057,1045.1066666666668,322.6380232679719,399.952,399.952,488.10300000000007,488.10300000000007,888.0550000000001,888.0550000000001
464,9.294,0.008,442.954,797.449,1735.352,2019-06-20 07:00:00,7.0,,464,1.157,7.355,1941.667,1.0,0.593,0.9722755406841861,3677.0190000000002,0.44410303180047483,1.0,263.99275812470995,3,171,6,25,0.9659258262890683,-0.25881904510252063,0.19667288979357647,-0.980469160361632,916.077,516.125,118.98,0.0,0.0,651.593,1625.845,1137.742,766.254,980.49,2644.095,550.496,547.7556666666666,682.7836066669048,1205.3028333333334,482.93782562537444,819.2750000000001,819.2750000000001,315.8219999999999,315.8219999999999,1135.0970000000002,1135.0970000000002
465,10.763,0.008,562.942,964.073,2440.839,2019-06-20 08:00:00,8.0,,465,1.158,7.723,2189.305,0.8236166776538163,0.593,0.9113198352210625,4630.144,0.5592195710908151,1.0,283.4785337979368,3,171,6,25,0.8660254037844387,-0.4999999999999998,0.19667288979357647,-0.980469160361632,1735.352,916.077,516.125,0.0,0.0,1080.295,1941.667,1625.845,1137.742,1018.512,2413.014,1021.767,954.5621666666666,961.4308434402168,1400.4350000000002,611.7278464935188,705.4869999999999,705.4869999999999,247.63799999999992,247.63799999999992,953.125,953.125
466,12.712,0.008,640.804,1091.405,3149.681,2019-06-20 09:00:00,9.0,,466,1.159,7.799,2241.179,0.6629361424179923,0.593,0.7479456364873546,5390.860000000001,0.6510973345560379,1.0,287.36744616393815,3,171,6,25,0.7071067811865476,-0.7071067811865475,0.19667288979357647,-0.980469160361632,2440.839,1735.352,916.077,0.0,0.0,1385.413,2189.305,1941.667,1625.845,741.797,1774.548,1444.444,1479.509,1172.6626990788102,1650.332,594.8798510146385,708.8420000000001,708.8420000000001,51.87400000000025,51.87400000000025,760.7160000000003,760.7160000000003
467,14.188,0.008,671.984,1170.761,3153.327,2019-06-20 10:00:00,10.0,,467,1.161,7.366,1950.118,0.5676227402537006,0.593,0.6784439927169433,5103.445,0.6163839232614718,1.0,264.745823412188,3,171,6,25,0.49999999999999994,-0.8660254037844387,0.19667288979357647,-0.980469160361632,3149.681,2440.839,1735.352,118.98,0.0,1656.218,2241.179,2189.305,1941.667,766.254,1412.98,1776.423,1985.2335,1121.764052458047,1847.6426666666666,410.8768492736788,3.6460000000001855,3.6460000000001855,-291.06100000000015,291.06100000000015,-287.4150000000009,287.4150000000009
468,15.357,0.008,663.103,1196.745,3231.001,2019-06-20 11:00:00,11.0,,468,1.164,6.826,1595.07,0.5021907392381574,0.593,0.5755228206958557,4826.071,0.5828832439496096,1.0,233.67561768596283,3,171,6,25,0.258819045102521,-0.9659258262890682,0.19667288979357647,-0.980469160361632,3153.327,3149.681,2440.839,516.125,0.0,1818.248,1950.118,2241.179,2189.305,1137.742,1207.375,1473.729,2437.7128333333335,944.140301401951,1923.8640000000003,271.68907664018946,77.67399999999998,77.67399999999998,-355.048,355.048,-277.3739999999998,277.3739999999998
469,16.023,0.008,629.735,1167.568,3085.739,2019-06-20 12:00:00,12.0,,469,1.167,6.494,1389.952,0.46066934860229014,0.593,0.5631652626209299,4475.691,0.5405650453538855,1.0,214.03630827897933,3,171,6,25,1.2246467991473532e-16,-1.0,0.19667288979357647,-0.980469160361632,3231.001,3153.327,3149.681,916.077,0.0,2358.841,1595.07,1950.118,2241.179,1625.845,1010.012,837.145,2799.3231666666666,596.1534446796118,1884.5484999999999,333.48080003787123,-145.26200000000017,145.26200000000017,-205.11799999999994,205.11799999999994,-350.3800000000001,350.3800000000001
470,16.241,0.008,574.855,1085.245,2675.433,2019-06-20 13:00:00,13.0,,470,1.17,6.634,1471.44,0.4353574895676101,0.593,0.6840150021342645,4146.873,0.5008510621760536,1.0,221.8028004517937,3,171,6,25,-0.2588190451025208,-0.9659258262890683,0.19667288979357647,-0.980469160361632,3085.739,3231.001,3153.327,1735.352,0.0,3058.301,1389.952,1595.07,1950.118,1941.667,980.49,387.92,2956.0033333333336,320.3175705937265,1806.1773333333333,370.5647287887303,-410.30600000000004,410.30600000000004,81.48800000000006,81.48800000000006,-328.8180000000002,328.8180000000002
471,16.031,0.008,494.563,955.373,1878.108,2019-06-20 14:00:00,14.0,,471,1.172,6.793,1570.546,0.4177557877688916,0.593,0.9048924987355473,3448.654,0.41652156190404094,1.0,231.20061369047346,3,171,6,25,-0.4999999999999997,-0.8660254037844388,0.19667288979357647,-0.980469160361632,2675.433,3085.739,3231.001,2440.839,0.0,2569.474,1471.44,1389.952,1595.07,2189.305,1018.512,221.609,2862.2148333333334,520.903655783838,1703.0508333333335,326.04170205077315,-797.325,797.325,99.106,99.106,-698.2189999999996,698.2189999999996
472,15.415,0.008,393.791,786.798,1023.803,2019-06-20 15:00:00,15.0,,472,1.174,6.884,1631.524,0.4073917866600764,0.593,0.8691006187384244,2655.3269999999998,0.32070510680571934,1.0,237.00228980210778,3,171,6,25,-0.7071067811865471,-0.7071067811865479,0.19667288979357647,-0.980469160361632,1878.108,2675.433,3085.739,3149.681,0.0,1723.569,1570.546,1471.44,1389.952,2241.179,741.797,453.46,2507.9018333333333,883.2438115484125,1601.4416666666666,192.40768435970804,-854.305,854.305,60.97799999999984,60.97799999999984,-793.3270000000002,793.3270000000002
473,14.578,0.008,285.749,591.021,479.711,2019-06-20 16:00:00,16.0,,473,1.176,6.788,1567.544,0.4180673000467195,0.593,0.7493928128900424,2047.255,0.2472633816601658,1.0,230.92866368169362,3,171,6,25,-0.8660254037844385,-0.5000000000000004,0.19667288979357647,-0.980469160361632,1023.803,1878.108,2675.433,3153.327,118.98,1133.783,1631.524,1570.546,1471.44,1950.118,766.254,995.705,2062.299166666666,1131.919797918637,1537.6793333333333,89.75927859483382,-544.092,544.092,-63.97999999999979,63.97999999999979,-608.0719999999997,608.0719999999997
474,13.6,0.008,173.349,381.377,155.62,2019-06-20 17:00:00,17.0,,474,1.178,6.447,1360.152,0.48995545161118625,0.593,0.717985350600044,1515.772,0.18307192340269912,0.8977265464598785,210.97437397636514,3,171,6,25,-0.9659258262890683,-0.25881904510252063,0.19667288979357647,-0.980469160361632,479.711,1023.803,1878.108,3231.001,516.125,676.823,1567.544,1631.524,1570.546,1595.07,1137.742,1254.971,1549.7356666666665,1191.5910007021153,1498.5263333333332,108.91112108074627,-324.091,324.091,-207.39200000000005,207.39200000000005,-531.4830000000002,531.4830000000002
475,12.851,0.009,70.937,172.228,41.872,2019-06-20 18:00:00,18.0,,475,1.18,6.635,1472.208,1.0,0.593,0.6633969675262001,1514.0800000000002,0.18286756701242582,0.5902702314691878,221.88512104218222,3,171,6,25,-1.0,-1.8369701987210297e-16,0.19667288979357647,-0.980469160361632,155.62,479.711,1023.803,3085.739,916.077,271.014,1360.152,1567.544,1631.524,1389.952,1625.845,2008.111,1042.4244999999999,1045.9067303603615,1512.2356666666667,97.04097625572909,-113.748,113.748,112.05600000000004,112.05600000000004,-1.69199999999978,1.69199999999978
476,12.291,0.009,8.215,23.144,0.0,2019-06-20 19:00:00,19.0,,476,1.182,7.453,2004.553,0.0,0.593,0.5275588863535041,2004.553,0.24210591914394167,0.0,268.95917496857976,3,171,6,25,-0.9659258262890684,0.2588190451025203,0.19667288979357647,-0.980469160361632,41.872,155.62,479.711,2675.433,1735.352,0.0,1472.208,1360.152,1567.544,1471.44,1941.667,2644.095,596.5189999999999,734.3767739535357,1601.0878333333333,219.28455509534862,-41.872,41.872,532.345,532.345,490.47299999999996,490.47299999999996
477,11.932,0.009,0.02,0.096,0.0,2019-06-20 20:00:00,20.0,,477,1.183,7.425,1988.944,0.0,0.593,0.5312376782551941,1988.944,0.24022069521026776,0.0,267.87120971431517,3,171,6,25,-0.8660254037844386,0.5000000000000001,0.19667288979357647,-0.980469160361632,0.0,41.872,155.62,1878.108,2440.839,0.0,2004.553,1472.208,1360.152,1570.546,2189.305,2413.014,283.50099999999986,405.46989360691447,1670.8208333333332,268.60827806336306,0.0,0.0,-15.609000000000151,15.609000000000151,-15.609000000000151,15.609000000000151
478,11.485,0.008,0.0,0.0,0.0,2019-06-20 21:00:00,21.0,,478,1.182,7.162,1810.73,0.0,0.593,0.5732398705780694,1810.73,0.21869636321489602,0.0,252.82459469078543,3,171,6,25,-0.7071067811865477,0.7071067811865474,0.19667288979357647,-0.980469160361632,0.0,0.0,41.872,1023.803,3149.681,0.0,1988.944,2004.553,1472.208,1631.524,2241.179,1774.548,112.8671666666665,189.5571198540675,1700.6885000000002,273.2873593693976,0.0,0.0,-178.21399999999994,178.21399999999994,-178.21399999999994,178.21399999999994
479,10.983,0.008,0.0,0.0,0.0,2019-06-20 22:00:00,22.0,,479,1.174,6.821,1588.789,0.0,0.593,0.625547818137359,1588.789,0.1918907712446535,0.0,232.92607639259987,3,171,6,25,-0.5000000000000004,0.8660254037844384,0.19667288979357647,-0.980469160361632,0.0,0.0,0.0,479.711,3153.327,0.0,1810.73,1988.944,2004.553,1567.544,1950.118,1412.98,32.91533333333319,62.40245792169871,1704.2293333333334,271.3480124015375,0.0,0.0,-221.94100000000003,221.94100000000003,-221.94100000000003,221.94100000000003
480,10.269,0.008,0.0,0.0,0.0,2019-06-20 23:00:00,23.0,,480,1.167,6.487,1387.977,0.0,0.593,0.6728759979927084,1387.977,0.1676370978146503,0.0,213.9628157911491,3,171,6,25,-0.25881904510252157,0.9659258262890681,0.19667288979357647,-0.980469160361632,0.0,0.0,0.0,155.62,3231.001,0.0,1588.789,1810.73,1988.944,1360.152,1595.07,1207.375,6.978666666666515,17.094172418382637,1708.8668333333335,264.4413007677979,0.0,0.0,-200.8119999999999,200.8119999999999,-200.8119999999999,200.8119999999999
481,10.049,0.008,0.0,0.0,0.0,2019-06-21 00:00:00,0.0,,481,1.161,6.435,1353.958,0.0,0.593,0.6808937327421214,1353.958,0.16352835074567396,0.0,210.40525090827495,4,172,6,25,0.0,1.0,0.1797665857255624,-0.9837092937736097,0.0,0.0,0.0,41.872,3085.739,0.0,1387.977,1588.789,1810.73,1472.208,1389.952,1010.012,0.0,5.226100448158362e-05,1689.1585000000002,288.8834969067951,0.0,0.0,-34.019000000000005,34.019000000000005,-34.019000000000005,34.019000000000005
482,9.905,0.008,0.0,0.0,0.0,2019-06-21 01:00:00,1.0,,482,1.156,6.496,1390.014,0.0,0.593,0.6723959096395954,1390.014,0.16788312261783395,0.0,213.97995474446506,4,172,6,25,0.25881904510252074,0.9659258262890683,0.1797665857255624,-0.9837092937736097,0.0,0.0,0.0,0.0,2675.433,0.0,1353.958,1387.977,1588.789,2004.553,1471.44,980.49,0.0,5.226100448158362e-05,1586.7353333333333,262.4267839818661,0.0,0.0,36.05599999999981,36.05599999999981,36.05599999999981,36.05599999999981
483,9.744,0.008,0.0,0.0,0.0,2019-06-21 02:00:00,2.0,,483,1.152,6.274,1257.07,0.0,0.593,0.7037286862798836,1257.07,0.15182641106434938,0.0,200.36177871186183,4,172,6,25,0.49999999999999994,0.8660254037844387,0.1797665857255624,-0.9837092937736097,0.0,0.0,0.0,0.0,1878.108,0.0,1390.014,1353.958,1387.977,1988.944,1570.546,1018.512,0.0,5.226100448158362e-05,1464.7563333333335,200.98420165243107,0.0,0.0,-132.94399999999996,132.94399999999996,-132.94399999999996,132.94399999999996
484,9.464,0.008,5.796,20.929,3.563,2019-06-21 03:00:00,3.0,,484,1.149,6.125,1173.146,0.0,0.593,0.7243908873237567,1176.709,0.14212056952844274,0.0,191.53400954546782,4,172,6,25,0.7071067811865476,0.7071067811865476,0.1797665857255624,-0.9837092937736097,0.0,0.0,0.0,0.0,1023.803,0.0,1257.07,1390.014,1353.958,1810.73,1631.524,741.797,0.5938333333331818,1.4545886598614468,1358.4923333333334,141.10976498692472,3.563,3.563,-83.92399999999998,83.92399999999998,-80.36099999999988,80.36099999999988
485,10.103,0.008,74.516,184.129,317.852,2019-06-21 04:00:00,4.0,,485,1.147,4.918,599.518,0.0,0.593,0.9374440538951898,917.37,0.11079812159871939,1.0,121.90278123164269,4,172,6,25,0.8660254037844386,0.5000000000000001,0.1797665857255624,-0.9837092937736097,3.563,0.0,0.0,0.0,479.711,118.98,1173.146,1257.07,1390.014,1588.789,1567.544,766.254,53.56916666666651,129.47946182221088,1193.613833333333,303.13554535251257,314.289,314.289,-573.6279999999999,573.6279999999999,-259.33900000000006,259.33900000000006
486,11.849,0.009,198.861,393.755,1065.889,2019-06-21 05:00:00,5.0,,486,1.146,3.273,130.045,0.0,0.593,0.766598887159301,1195.934,0.14444252674062033,1.0,39.732649027604936,4,172,6,25,0.9659258262890683,0.25881904510252074,0.1797665857255624,-0.9837092937736097,317.852,3.563,0.0,0.0,155.62,516.125,599.518,1173.146,1257.07,1387.977,1360.152,1137.742,231.21733333333316,428.1105506271356,983.9584999999998,507.7647613199429,748.0369999999999,748.0369999999999,-469.47300000000007,469.47300000000007,278.56399999999996,278.56399999999996
487,14.137,0.009,348.512,602.969,2075.885,2019-06-21 06:00:00,6.0,,487,1.145,3.816,246.38,0.0,0.593,0.5438128122670114,2322.2650000000003,0.280478541760086,1.0,64.56497259827762,4,172,6,25,1.0,6.123233995736766e-17,0.1797665857255624,-0.9837092937736097,1065.889,317.852,3.563,0.0,41.872,916.077,130.045,599.518,1173.146,1353.958,1472.208,1625.845,577.1981666666666,842.319908443205,799.3621666666667,546.222086732645,1009.9960000000003,1009.9960000000003,116.33500000000001,116.33500000000001,1126.3310000000004,1126.3310000000004
488,16.735,0.009,501.978,797.493,2984.489,2019-06-21 07:00:00,7.0,,488,1.145,3.784,238.467,1.0,0.593,0.3168611150527112,3222.956,0.38926220695610525,1.0,63.019803641700946,4,172,6,25,0.9659258262890683,-0.25881904510252063,0.1797665857255624,-0.9837092937736097,2075.885,1065.889,317.852,0.0,0.0,1735.352,246.38,130.045,599.518,1390.014,2004.553,1941.667,1074.613,1226.7743455848765,607.4376666666666,497.29599993189703,908.6039999999998,908.6039999999998,-7.9129999999999825,7.9129999999999825,900.6909999999998,900.6909999999998
489,19.032,0.009,645.264,964.082,3401.645,2019-06-21 08:00:00,8.0,,489,1.146,3.621,202.221,0.9440585209304193,0.593,0.20497725468254235,3603.866,0.4352677581493732,1.0,55.8467120003557,4,172,6,25,0.8660254037844387,-0.4999999999999998,0.1797665857255624,-0.9837092937736097,2984.489,2075.885,1065.889,0.0,0.0,2440.839,238.467,246.38,130.045,1257.07,1988.944,2189.305,1641.5538333333334,1404.039162785486,431.62949999999995,398.3073856642615,417.15599999999995,417.15599999999995,-36.24600000000001,36.24600000000001,380.90999999999985,380.90999999999985
490,20.658,0.009,751.46,1091.394,3599.677,2019-06-21 09:00:00,9.0,,490,1.147,3.588,192.88,0.777413988647737,0.593,0.1537176419713684,3792.5570000000002,0.4580574813391265,1.0,53.75695268758286,4,172,6,25,0.7071067811865476,-0.7071067811865475,0.1797665857255624,-0.9837092937736097,3401.645,2984.489,2075.885,3.563,0.0,3149.681,202.221,238.467,246.38,1173.146,1810.73,2241.179,2240.9061666666666,1330.6030889861063,268.2518333333333,167.47829683802476,198.03200000000015,198.03200000000015,-9.341000000000008,9.341000000000008,188.69100000000026,188.69100000000026
491,21.835,0.009,796.073,1170.724,3685.672,2019-06-21 10:00:00,10.0,,491,1.148,3.434,160.337,0.672440322540394,0.593,0.12474440011193066,3846.009,0.46451330744603503,1.0,46.69101727110737,4,172,6,25,0.49999999999999994,-0.8660254037844387,0.1797665857255624,-0.9837092937736097,3599.677,3401.645,2984.489,317.852,0.0,3153.327,192.88,202.221,238.467,599.518,1588.789,1950.118,2802.2094999999995,1034.5400229342026,195.05499999999998,44.73606861134408,85.99499999999989,85.99499999999989,-32.543000000000006,32.543000000000006,53.45199999999977,53.45199999999977
492,22.541,0.009,779.174,1196.692,3598.054,2019-06-21 11:00:00,11.0,,492,1.151,3.135,106.6,0.5900953050357969,0.593,0.1337848872235733,3704.654,0.44744073206359725,1.0,34.0031789463544,4,172,6,25,0.258819045102521,-0.9659258262890682,0.1797665857255624,-0.9837092937736097,3685.672,3599.677,3401.645,1065.889,0.0,3231.001,160.337,192.88,202.221,130.045,1387.977,1595.07,3224.2369999999996,616.6492714965286,191.1475,51.98644969892526,-87.61799999999994,87.61799999999994,-53.736999999999995,53.736999999999995,-141.35500000000002,141.35500000000002
493,22.917,0.009,731.447,1167.526,3530.906,2019-06-21 12:00:00,12.0,,493,1.153,2.962,82.256,0.5350746155559073,0.593,0.14468184088462666,3613.162,0.43639051051579203,1.0,27.770416012688717,4,172,6,25,1.2246467991473532e-16,-1.0,0.1797665857255624,-0.9837092937736097,3598.054,3685.672,3599.677,2075.885,0.0,3085.739,106.6,160.337,192.88,246.38,1353.958,1389.952,3466.7405,254.46708815463546,163.7935,59.71639068378878,-67.14800000000014,67.14800000000014,-24.343999999999994,24.343999999999994,-91.49200000000019,91.49200000000019
494,23.038,0.009,660.386,1085.22,3481.765,2019-06-21 13:00:00,13.0,,494,1.155,2.947,79.956,0.5001330615643871,0.593,0.15631337349132512,3561.721,0.4301775689838478,1.0,27.131310780009915,4,172,6,25,-0.2588190451025208,-0.9659258262890683,0.1797665857255624,-0.9837092937736097,3530.906,3598.054,3685.672,2984.489,0.0,2675.433,82.256,106.6,160.337,238.467,1390.014,1471.44,3549.6198333333336,100.21259177850635,137.37499999999997,54.945806995610724,-49.141000000000076,49.141000000000076,-2.299999999999997,2.299999999999997,-51.4409999999998,51.4409999999998
495,22.809,0.009,560.693,955.358,3319.316,2019-06-21 14:00:00,14.0,,495,1.158,3.1,101.188,0.4736155877239161,0.593,0.20156059643764923,3420.504,0.4131216609665741,1.0,32.641279793135546,4,172,6,25,-0.4999999999999997,-0.8660254037844388,0.1797665857255624,-0.9837092937736097,3481.765,3530.906,3598.054,3401.645,0.0,1878.108,79.956,82.256,106.6,202.221,1257.07,1570.546,3535.898333333333,126.67000018104375,120.53616666666669,45.82232193337191,-162.44900000000007,162.44900000000007,21.232,21.232,-141.2170000000001,141.2170000000001
496,22.145,0.009,427.535,786.819,2806.4,2019-06-21 15:00:00,15.0,,496,1.16,3.357,145.524,0.4423012397685975,0.593,0.33907358203021265,2951.924,0.3565275017737425,1.0,43.34940621107947,4,172,6,25,-0.7071067811865471,-0.7071067811865479,0.1797665857255624,-0.9837092937736097,3319.316,3481.765,3530.906,3599.677,3.563,1023.803,101.188,79.956,82.256,192.88,1173.146,1631.524,3403.6854999999996,317.3153462899318,112.64349999999997,33.21271565980284,-512.9159999999997,512.9159999999997,44.336,44.336,-468.5799999999999,468.5799999999999
497,21.103,0.01,292.311,591.079,1598.82,2019-06-21 16:00:00,16.0,,497,1.163,3.895,268.903,0.4276678852557895,0.593,0.6673035226853302,1867.723,0.2255798642496757,1.0,69.03797970783576,4,172,6,25,-0.8660254037844385,-0.5000000000000004,0.1797665857255624,-0.9837092937736097,2806.4,3319.316,3481.765,3685.672,317.852,479.711,145.524,101.188,79.956,160.337,599.518,1567.544,3055.8768333333337,768.848882448669,130.73783333333333,71.68452331267589,-1207.5800000000002,1207.5800000000002,123.37900000000002,123.37900000000002,-1084.201,1084.201
498,19.769,0.01,162.553,381.476,636.218,2019-06-21 17:00:00,17.0,,498,1.165,4.253,367.656,0.4594415227417128,0.593,0.9290415776411569,1003.874,0.12124590244044697,1.0,86.44625289295723,4,172,6,25,-0.9659258262890683,-0.25881904510252063,0.1797665857255624,-0.9837092937736097,1598.82,2806.4,3319.316,3598.054,1065.889,155.62,268.903,145.524,101.188,106.6,130.045,1360.152,2562.2374999999997,1187.8010827915177,174.2471666666667,118.22230296253561,-962.602,962.602,98.75299999999999,98.75299999999999,-863.8489999999999,863.8489999999999
499,17.464,0.011,61.78,172.364,147.762,2019-06-21 18:00:00,18.0,,499,1.167,4.64,498.755,1.0,0.593,0.9190562129281064,646.517,0.07808503567986665,1.0,107.49027855812962,4,172,6,25,-1.0,-1.8369701987210297e-16,0.1797665857255624,-0.9837092937736097,636.218,1598.82,2806.4,3530.906,2075.885,41.872,367.656,268.903,145.524,82.256,246.38,1472.208,1998.3801666666666,1416.9064742945352,243.66366666666667,166.020252322015,-488.45599999999996,488.45599999999996,131.099,131.099,-357.35699999999997,357.35699999999997
500,15.847,0.01,6.86,23.207,0.0,2019-06-21 19:00:00,19.0,,500,1.169,4.995,630.307,0.0,0.593,0.8514467110526976,630.307,0.07612722416312287,0.0,126.18756232481235,4,172,6,25,-0.9659258262890684,0.2588190451025203,0.1797665857255624,-0.9837092937736097,147.762,636.218,1598.82,3481.765,2984.489,0.0,498.755,367.656,268.903,79.956,238.467,2004.553,1418.0859999999996,1400.768688402766,335.38883333333337,204.95143365725818,-147.762,147.762,131.55200000000002,131.55200000000002,-16.210000000000036,16.210000000000036
501,14.974,0.01,0.02,0.097,0.0,2019-06-21 20:00:00,20.0,,501,1.171,5.163,699.783,0.0,0.593,0.8350723279300244,699.783,0.08451839707720621,0.0,135.53803301606953,4,172,6,25,-0.8660254037844386,0.5000000000000001,0.1797665857255624,-0.9837092937736097,0.0,147.762,636.218,3319.316,3401.645,0.0,630.307,498.755,367.656,101.188,202.221,1988.944,864.8666666666667,1128.7822817444796,435.1546666666666,213.65355141131045,0.0,0.0,69.476,69.476,69.476,69.476
502,14.231,0.01,0.0,0.0,0.0,2019-06-21 21:00:00,21.0,,502,1.171,5.244,735.162,0.0,0.593,0.8267340629104917,735.162,0.08879140223765519,0.0,140.19104878126456,4,172,6,25,-0.7071067811865477,0.7071067811865474,0.1797665857255624,-0.9837092937736097,0.0,0.0,147.762,2806.4,3599.677,0.0,699.783,630.307,498.755,145.524,192.88,1810.73,397.13333333333316,638.2073390210073,533.4276666666667,187.83619563828864,0.0,0.0,35.37900000000002,35.37900000000002,35.37900000000002,35.37900000000002
503,13.65,0.009,0.0,0.0,0.0,2019-06-21 22:00:00,22.0,,503,1.165,5.287,758.001,0.0,0.593,0.8213512755286803,758.001,0.09154985117231967,0.0,143.37069351793198,4,172,6,25,-0.5000000000000004,0.8660254037844384,0.1797665857255624,-0.9837092937736097,0.0,0.0,0.0,1598.82,3685.672,0.0,735.162,699.783,630.307,268.903,160.337,1588.789,130.66333333333318,254.62502316205268,614.944,152.9722779643382,0.0,0.0,22.838999999999942,22.838999999999942,22.838999999999942,22.838999999999942
504,13.1,0.009,0.0,0.0,0.0,2019-06-21 23:00:00,23.0,,504,1.157,5.428,817.635,0.0,0.593,0.8072964945519762,817.635,0.09875232692737819,0.0,150.632802020486,4,172,6,25,-0.25881904510252157,0.9659258262890681,0.1797665857255624,-0.9837092937736097,0.0,0.0,0.0,636.218,3598.054,0.0,758.001,735.162,699.783,367.656,106.6,1387.977,24.62699999999985,60.32358389560016,689.9405,112.41710331750552,0.0,0.0,59.634000000000015,59.634000000000015,59.634000000000015,59.634000000000015
